Date,Close,Silver_Close,VNI_Close,USD_VND_Rate,Hseng_Close,Nikkei_Close,Nikkei_Volume,Dax_Close,SP_Close,DJ_Close,DJ_Volume
2014-11-05,1145.7,15.439,597.01,21279.0,23695.62,16990.0,139920.0,9315.48,2023.6,17484.53,76030000.0
2014-11-06,1142.6,15.413,597.85,21285.0,23649.31,16820.0,156980.0,9377.41,2031.2,17554.47,70670000.0
2014-11-07,1169.8,15.714,602.59,21295.0,23550.24,16940.0,84490.0,9291.83,2031.9,17573.93,82860000.0
2014-11-10,1159.8,15.671,602.12,21252.5,23744.7,16790.0,83210.0,9351.87,2038.3,17613.74,71430000.0
2014-11-11,1163.0,15.678,604.23,21295.0,23808.28,17090.0,102280.0,9369.03,2039.7,17614.9,52880000.0
2014-11-12,1159.1,15.623,604.01,21295.0,23938.18,17160.0,154870.0,9210.96,2038.2,17612.2,75980000.0
2014-11-13,1161.5,15.621,603.16,21325.0,24019.94,17420.0,106900.0,9248.51,2039.3,17652.79,80540000.0
2014-11-14,1185.6,16.314,600.36,21325.0,24087.38,17450.0,110860.0,9252.94,2039.8,17634.74,72850000.0
2014-11-17,1183.5,16.057,600.93,21345.0,23797.08,17040.0,142070.0,9306.35,2041.3,17647.75,70330000.0
2014-11-18,1197.1,16.174,594.25,21387.5,23529.17,17360.0,84560.0,9456.53,2051.8,17687.82,87420000.0
2014-11-19,1193.9,16.294,588.35,21350.0,23373.31,17370.0,86630.0,9472.8,2048.7,17685.73,73780000.0
2014-11-20,1190.9,16.137,593.32,21352.5,23349.64,17320.0,53380.0,9483.97,2052.8,17719.0,77740000.0
2014-11-21,1197.7,16.395,588.03,21375.0,23437.12,17380.0,97580.0,9732.55,2063.5,17810.06,140940000.0
2014-11-24,1195.7,16.376,582.53,21355.0,23893.14,17505.5,70350.0,9785.54,2069.4,17817.9,85510000.0
2014-11-25,1197.1,16.553,585.91,21385.0,23843.91,17430.0,70350.0,9861.21,2067.0,17814.94,88190000.0
2014-11-26,1197.5,16.548,576.04,21390.0,24111.98,17380.0,50330.0,9915.56,2072.8,17827.75,67450000.0
2014-11-27,1175.5,15.556,572.89,21395.0,24004.28,17250.0,45850.0,9974.87,2053.4,17776.8,86390000.0
2014-12-01,1218.1,16.692,568.01,21397.5,23367.45,17570.0,60850.0,9963.51,2053.4,17776.8,86390000.0
2014-12-02,1199.4,16.456,569.43,21385.0,23654.3,17690.0,74220.0,9934.08,2066.6,17879.55,81970000.0
2014-12-03,1208.7,16.412,574.88,21365.0,23428.62,17750.0,87540.0,9971.79,2074.3,17912.62,99400000.0
2014-12-04,1207.7,16.575,578.38,21340.0,23832.56,17880.0,64700.0,9851.35,2071.9,17900.1,76270000.0
2014-12-05,1190.4,16.258,578.76,21335.0,24002.64,17940.0,90070.0,10087.12,2075.4,17958.79,79110000.0
2014-12-08,1194.9,16.276,571.68,21340.0,24047.67,17970.0,119610.0,10014.99,2060.3,17852.48,88680000.0
2014-12-09,1232.0,17.134,555.31,21365.0,23485.83,17790.0,116170.0,9793.71,2059.8,17801.2,100400000.0
2014-12-10,1229.4,17.187,557.19,21365.0,23524.52,17470.0,211040.0,9799.73,2026.1,17533.15,115100000.0
2014-12-11,1225.6,17.112,550.11,21365.0,23312.54,17210.0,120850.0,9862.53,2035.3,17596.34,90100000.0
2014-12-12,1222.5,17.057,553.93,21387.5,23249.2,17380.0,99810.0,9594.73,2002.3,17280.83,121950000.0
2014-12-15,1207.7,16.563,547.93,21387.5,23027.85,17020.0,115530.0,9334.01,1989.6,17180.84,114050000.0
2014-12-16,1194.3,15.752,535.14,21382.5,22670.5,16730.0,124840.0,9563.89,1972.7,17068.87,116650000.0
2014-12-17,1194.5,15.928,518.22,21387.5,22585.84,16810.0,148650.0,9544.43,2012.9,17356.87,118220000.0
2014-12-18,1194.8,15.934,528.45,21387.5,22832.21,17260.0,101920.0,9811.06,2061.2,17778.15,123980000.0
2014-12-19,1196.0,16.03,523.09,21375.0,23116.63,17670.0,91520.0,9786.96,2070.7,17804.8,343690000.0
2014-12-22,1179.8,15.688,537.54,21385.0,23408.57,17600.0,61540.0,9865.76,2078.5,17959.44,98470000.0
2014-12-23,1178.0,15.767,537.88,21385.0,23333.69,17842.5,41120.0,9922.11,2082.2,18024.17,82890000.0
2014-12-24,1173.5,15.71,539.44,21387.5,23349.34,17790.0,41120.0,9927.13,2081.9,18030.21,42870000.0
2014-12-26,1195.3,16.147,533.37,21387.5,23773.18,17860.0,17990.0,9927.13,2088.8,18053.71,52570000.0
2014-12-29,1181.9,15.779,532.68,21352.5,23773.18,17720.0,51570.0,9927.13,2090.6,18038.23,53870000.0
2014-12-30,1200.4,16.276,537.57,21392.5,23501.1,17450.0,58510.0,9805.55,2080.3,17983.07,47490000.0
2014-12-31,1184.1,15.599,545.63,21387.5,23605.04,17302.5,88180.0,9764.73,2058.9,17823.07,82840000.0
2015-01-02,1186.2,15.768,544.45,21387.5,23857.82,17397.5,88180.0,9764.73,2058.2,17832.99,76270000.0
2015-01-05,1204.0,16.213,544.45,21387.5,23721.32,17380.0,88180.0,9473.16,2020.6,17501.65,116160000.0
2015-01-06,1219.4,16.637,549.66,21436.5,23485.41,16900.0,114050.0,9469.66,2002.6,17371.64,101870000.0
2015-01-07,1210.7,16.544,552.05,21440.0,23681.26,16960.0,105600.0,9518.18,2025.9,17584.52,91030000.0
2015-01-08,1208.5,16.385,553.47,21387.5,23835.53,17250.0,100780.0,9837.61,2062.1,17907.87,114890000.0
2015-01-09,1216.1,16.419,569.73,21370.0,23919.95,17210.0,74810.0,9648.5,2044.8,17737.37,93390000.0
2015-01-12,1232.8,16.564,574.32,21345.0,24026.46,16950.5,106360.0,9781.9,2028.3,17640.84,92500000.0
2015-01-13,1234.4,17.156,580.6,21345.0,24215.97,17090.0,106360.0,9941.0,2023.0,17613.68,99360000.0
2015-01-14,1234.5,16.988,577.01,21340.0,24112.6,16760.0,96990.0,9817.08,2011.3,17427.09,109180000.0
2015-01-15,1264.8,17.102,577.74,21345.0,24350.91,17160.0,112220.0,10032.61,1992.7,17320.71,94520000.0
2015-01-16,1276.9,17.75,574.81,21340.0,24103.52,16800.0,185360.0,10167.77,2019.4,17511.57,140480000.0
2015-01-19,1294.2,17.956,571.51,21355.0,23738.49,17040.0,106620.0,10242.35,2032.1,17554.28,95530000.0
2015-01-21,1293.7,18.193,569.12,21380.0,24352.58,17210.0,103720.0,10299.23,2032.1,17554.28,95530000.0
2015-01-22,1300.7,18.36,574.54,21360.0,24522.63,17360.0,71360.0,10435.62,2063.2,17813.98,111980000.0
2015-01-23,1292.6,18.3,582.38,21350.0,24850.45,17510.0,85400.0,10649.58,2051.8,17672.6,97110000.0
2015-01-26,1279.4,17.983,580.64,21345.0,24909.9,17440.0,65810.0,10798.33,2057.1,17678.7,87220000.0
2015-01-27,1291.7,18.084,579.3,21345.0,24807.28,17700.0,74970.0,10628.58,2029.5,17387.21,135940000.0
2015-01-28,1285.9,18.088,583.76,21345.0,24861.81,17850.0,83470.0,10710.97,2002.2,17191.37,115980000.0
2015-01-29,1255.9,16.773,583.28,21280.0,24595.85,17610.0,76080.0,10737.87,2021.2,17416.85,111690000.0
2015-01-30,1279.2,17.208,576.07,21317.0,24507.05,17670.0,73620.0,10694.32,1995.0,17164.95,168560000.0
2015-02-02,1276.9,17.251,570.37,21254.0,24484.74,17530.0,63580.0,10828.01,2020.8,17361.04,108090000.0
2015-02-03,1260.3,17.321,557.47,21235.0,24554.78,17330.0,84570.0,10890.95,2050.0,17666.4,112860000.0
2015-02-04,1264.5,17.395,561.45,21408.0,24679.76,17660.0,75810.0,10911.32,2041.5,17673.02,102560000.0
2015-02-05,1262.7,17.196,567.17,21284.0,24765.49,17480.0,65519.99999999999,10905.41,2062.5,17884.88,79890000.0
2015-02-06,1234.6,16.694,574.13,21282.0,24679.39,17660.0,57160.0,10846.39,2055.5,17824.29,93610000.0
2015-02-09,1241.5,17.07,573.55,21357.5,24521.0,17690.0,62510.0,10663.51,2046.7,17729.21,81590000.0
2015-02-10,1232.2,16.873,574.52,21165.0,24528.1,17640.0,49730.0,10753.83,2068.6,17868.76,89930000.0
2015-02-11,1219.6,16.761,581.76,21318.0,24315.02,17952.5,80240.0,10752.11,2068.5,17862.14,89890000.0
2015-02-12,1220.7,16.794,584.67,21287.5,24422.15,17870.0,80240.0,10919.65,2088.5,17972.38,117160000.0
2015-02-13,1227.1,17.294,587.24,21330.0,24682.54,17960.0,87710.0,10963.4,2097.0,18019.35,85230000.0
2015-02-16,1208.6,16.378,596.95,21330.0,24726.53,17990.0,49140.0,10923.23,2099.7,18029.85,75090000.0
2015-02-18,1200.2,16.265,596.95,21330.0,24832.08,18180.0,52800.0,10961.0,2099.7,18029.85,75090000.0
2015-02-19,1207.6,16.381,596.95,21330.0,24836.76,18260.0,56800.0,11001.94,2097.4,17985.77,79130000.0
2015-02-20,1204.9,16.273,596.95,21330.0,24836.76,18360.0,51820.0,11050.64,2110.3,18140.44,111390000.0
2015-02-23,1200.8,16.254,596.95,21330.0,24836.76,18460.0,60580.0,11130.92,2109.7,18116.84,83670000.0
2015-02-24,1197.3,16.188,596.95,21340.0,24750.07,18620.0,54000.0,11205.74,2115.5,18209.19,79310000.0
2015-02-25,1201.5,16.43,592.66,21365.0,24778.28,18630.0,62120.0,11210.27,2113.9,18224.57,80480000.0
2015-02-26,1210.1,16.624,596.72,21365.0,24902.06,18800.0,56860.0,11327.19,2110.7,18214.42,81500000.0
2015-02-27,1213.1,16.558,592.57,21347.5,24823.29,18820.0,66310.0,11401.66,2104.5,18132.7,101110000.0
2015-03-02,1208.2,16.451,590.73,21347.5,24887.44,18860.0,55180.0,11410.36,2117.4,18288.63,89790000.0
2015-03-03,1204.4,16.296,596.72,21347.5,24702.78,18820.0,61380.0,11280.36,2107.8,18203.37,83830000.0
2015-03-04,1200.9,16.158,600.39,21365.0,24465.38,18650.0,66110.0,11390.38,2098.5,18096.9,80900000.0
2015-03-05,1196.2,16.158,596.91,21355.0,24193.04,18760.0,57980.0,11504.01,2101.0,18135.72,75840000.0
2015-03-06,1164.3,15.807,593.97,21350.0,24164.0,18990.0,78450.0,11550.97,2071.3,17856.78,113350000.0
2015-03-09,1166.5,15.776,588.44,21355.0,24123.05,18790.0,122550.0,11582.11,2079.4,17995.72,85820000.0
2015-03-10,1160.1,15.633,589.66,21360.0,23896.98,18670.0,163760.0,11500.38,2044.2,17662.94,120450000.0
2015-03-11,1150.6,15.365,586.54,21355.0,23717.97,18650.0,143160.0,11805.99,2040.2,17635.39,102120000.0
2015-03-12,1151.9,15.516,588.53,21365.0,23797.96,19010.0,75900.0,11799.39,2065.9,17895.22,111550000.0
2015-03-13,1152.4,15.494,586.1,21390.0,23823.21,19200.0,104540.0,11901.61,2053.4,17749.31,113630000.0
2015-03-16,1153.2,15.617,580.8,21480.0,23949.55,19250.0,65069.99999999999,12167.72,2081.2,17977.42,101760000.0
2015-03-17,1148.2,15.578,581.76,21475.0,23901.49,19400.0,60780.0,11980.85,2074.3,17849.08,82560000.0
2015-03-18,1151.3,15.541,578.68,21510.0,24120.08,19480.0,73210.0,11922.77,2099.5,18076.19,130949999.99999999
2015-03-19,1169.0,16.114,573.74,21485.0,24468.89,19440.0,99910.0,11899.4,2089.3,17959.03,107820000.0
2015-03-20,1184.6,16.883,575.44,21495.0,24375.24,19500.0,66000.0,12039.37,2108.1,18127.65,334250000.0
2015-03-23,1187.7,16.891,570.89,21525.0,24494.51,19690.0,59000.0,11895.84,2104.4,18116.04,98030000.0
2015-03-24,1191.4,16.983,567.43,21540.0,24399.6,19640.0,61810.0,12005.69,2091.5,18011.14,87190000.0
2015-03-25,1197.0,17.0,560.93,21505.0,24528.23,19650.0,68040.0,11865.32,2061.1,17718.54,106590000.0
2015-03-26,1204.8,17.14,556.16,21515.0,24497.08,19290.0,95190.0,11843.68,2056.2,17678.23,117740000.0
2015-03-27,1199.8,17.069,551.42,21535.0,24486.2,19320.0,142890.0,11868.33,2061.0,17712.66,103220000.0
2015-03-30,1185.3,16.674,545.19,21545.0,24855.12,19430.0,77730.0,12086.01,2086.2,17976.31,104040000.0
2015-03-31,1183.2,16.598,551.13,21555.0,24900.89,19210.0,94980.0,11966.17,2067.9,17776.12,119470000.0
2015-04-01,1208.2,17.059,538.91,21565.0,25082.75,19120.0,139130.0,12001.38,2059.7,17698.18,103360000.0
2015-04-02,1200.9,16.701,546.85,21590.0,25275.64,19350.0,108580.0,11967.39,2067.0,17763.24,87370000.0
2015-04-06,1218.6,17.11,542.97,21595.0,26236.86,19390.0,57080.0,12123.52,2080.6,17880.85,100850000.0
2015-04-07,1210.6,16.84,548.11,21605.0,26236.86,19680.0,79390.0,12123.52,2076.3,17875.42,72150000.0
2015-04-08,1203.1,16.454,547.72,21605.0,26236.86,19820.0,79470.0,12035.86,2081.9,17902.51,76820000.0
2015-04-09,1193.6,16.176,550.52,21605.0,26944.39,19920.0,66810.0,12166.44,2091.2,17958.73,86740000.0
2015-04-10,1204.6,16.382,554.03,21605.0,27272.39,19970.0,81290.0,12374.73,2102.1,18057.65,116410000.0
2015-04-13,1199.3,16.291,559.54,21605.0,28016.34,19930.0,54920.0,12338.73,2092.4,17977.04,120090000.0
2015-04-14,1192.6,16.161,558.67,21600.0,27561.49,19910.0,39630.0,12227.6,2095.8,18036.7,82830000.0
2015-04-15,1201.3,16.279,564.5,21610.0,27618.82,19870.0,54420.0,12231.34,2106.6,18112.61,113610000.0
2015-04-16,1198.0,16.284,568.28,21603.5,27739.71,19880.0,51620.0,11998.86,2105.0,18105.77,89520000.0
2015-04-17,1203.1,16.229,568.32,21590.0,27653.12,19690.0,65970.0,11688.7,2081.2,17826.3,138860000.0
2015-04-20,1193.7,15.889,565.04,21582.5,27094.93,19600.0,74460.0,11891.91,2100.4,18034.93,103160000.0
2015-04-21,1203.1,16.008,562.24,21585.0,27850.49,19970.0,64610.0,11939.58,2097.3,17949.59,95180000.0
2015-04-22,1186.9,15.796,562.51,21586.0,27933.85,20160.0,76820.0,11867.37,2108.0,18038.27,91260000.0
2015-04-23,1194.3,15.829,561.25,21590.0,27827.7,20170.0,67050.0,11723.58,2112.9,18058.69,100240000.0
2015-04-24,1175.0,15.636,565.77,21595.0,28060.98,20050.0,58690.0,11810.85,2117.7,18080.14,119130000.0
2015-04-27,1203.2,16.394,562.4,21590.0,28433.59,20000.0,53110.0,12039.16,2108.9,18037.97,121110000.0
2015-04-28,1213.9,16.591,545.08,21590.0,28442.75,20040.0,53550.0,11811.66,2114.8,18110.14,124930000.0
2015-04-29,1210.0,16.702,545.08,21590.0,28400.34,19807.5,103000.0,11432.72,2106.8,18035.53,102080000.0
2015-04-30,1182.4,16.153,545.08,21590.0,28133.0,19510.0,103000.0,11454.38,2085.5,17840.52,129210000.00000001
2015-05-01,1174.5,16.135,545.08,21590.0,28123.82,19540.0,91710.0,11619.85,2108.3,18024.06,91700000.0
2015-05-04,1186.8,16.441,545.08,21630.0,28123.82,19742.5,71960.0,11619.85,2114.5,18070.4,86010000.0
2015-05-05,1193.2,16.579,552.65,21645.0,27755.54,19397.5,71960.0,11327.68,2089.5,17928.2,95340000.0
2015-05-06,1190.3,16.506,549.3,21645.0,27640.91,19367.5,71960.0,11350.15,2080.2,17841.98,100430000.0
2015-05-07,1182.2,16.297,552.98,21680.0,27289.97,19240.0,71960.0,11407.97,2088.0,17924.06,80920000.0
2015-05-08,1188.9,16.465,554.51,21680.0,27577.34,19380.0,84100.0,11709.73,2116.1,18191.11,94960000.0
2015-05-11,1183.0,16.314,551.67,21710.0,27718.2,19640.0,64930.00000000001,11673.35,2105.3,18105.17,86050000.0
2015-05-12,1192.4,16.526,544.41,21710.0,27407.18,19670.0,49500.0,11472.41,2099.1,18068.23,89270000.0
2015-05-13,1218.2,17.221,542.82,21740.0,27249.28,19780.0,74230.0,11351.46,2098.5,18060.49,85180000.0
2015-05-14,1225.2,17.465,543.69,21795.0,27286.55,19550.0,69260.0,11559.82,2121.1,18252.24,91580000.0
2015-05-15,1225.3,17.563,537.44,21765.0,27822.28,19760.0,53550.0,11447.03,2122.7,18272.56,108220000.0
2015-05-18,1227.6,17.732,528.95,21792.5,27591.25,19890.0,54120.0,11594.28,2129.2,18298.88,79080000.0
2015-05-19,1206.7,17.071,536.82,21802.5,27693.54,20030.0,55420.0,11853.33,2127.8,18312.39,87200000.0
2015-05-20,1208.7,17.113,550.1,21810.0,27585.05,20230.0,61480.0,11848.47,2125.8,18285.4,80190000.0
2015-05-21,1204.1,17.132,552.56,21812.5,27523.72,20180.0,58420.0,11864.59,2130.8,18285.74,84270000.0
2015-05-22,1204.0,17.051,561.82,21805.0,27992.83,20280.0,52480.0,11815.01,2126.1,18232.02,78890000.0
2015-05-25,1186.9,16.746,563.0,21835.0,28081.21,20430.0,39560.0,11815.01,2123.5,18162.99,96400000.0
2015-05-27,1185.6,16.647,566.48,21810.0,28081.21,20480.0,68470.0,11771.13,2123.5,18162.99,96400000.0
2015-05-28,1188.8,16.669,572.97,21810.0,27454.31,20570.0,75600.0,11677.57,2120.8,18126.12,67510000.0
2015-05-29,1189.8,16.701,569.56,21815.0,27424.19,20560.0,64989.99999999999,11413.82,2107.4,18010.68,139810000.0
2015-06-01,1188.7,16.68,574.98,21817.5,27597.16,20570.0,76860.0,11436.05,2111.7,18040.37,85640000.0
2015-06-02,1194.4,16.799,570.31,21817.5,27466.72,20540.0,61080.0,11328.8,2109.6,18011.94,77550000.0
2015-06-03,1184.9,16.48,567.9,21817.5,27657.47,20490.0,71140.0,11419.62,2114.1,18076.27,73120000.0
2015-06-04,1175.2,16.103,568.99,21817.5,27551.89,20500.0,60770.0,11340.6,2095.8,17905.58,93470000.0
2015-06-05,1168.1,15.984,578.07,21812.5,27260.16,20460.0,71170.0,11197.15,2092.8,17849.46,89140000.0
2015-06-08,1173.6,15.959,579.83,21815.0,27316.28,20450.0,104910.0,11064.92,2079.3,17766.55,86300000.0
2015-06-09,1177.6,15.957,574.47,21805.0,26989.52,20050.0,128370.0,11001.29,2080.2,17764.04,90550000.0
2015-06-10,1186.6,15.959,574.1,21802.5,26687.64,20110.0,147680.0,11265.39,2105.2,18000.4,96980000.0
2015-06-11,1180.4,15.96,581.05,21790.0,26907.85,20450.0,62460.0,11332.78,2108.9,18039.37,89490000.0
2015-06-12,1179.2,15.825,582.73,21800.0,27280.54,20390.0,63420.0,11196.49,2094.1,17898.84,83760000.0
2015-06-15,1185.8,16.083,586.48,21802.5,26861.81,20340.0,53960.0,10984.97,2084.4,17791.17,91920000.0
2015-06-16,1180.9,15.965,580.35,21802.5,26566.7,20230.0,43150.0,11044.01,2096.3,17904.48,77510000.0
2015-06-17,1176.8,15.947,578.87,21802.5,26753.79,20240.0,57760.0,10978.01,2100.4,17935.74,92410000.0
2015-06-18,1202.0,16.153,580.35,21810.0,26694.66,19960.0,69190.0,11100.3,2121.2,18115.84,94460000.0
2015-06-19,1201.9,16.109,584.7,21805.0,26760.53,20170.0,73760.0,11040.1,2110.0,18015.95,258300000.0
2015-06-22,1184.1,16.142,594.08,21805.0,27080.85,20450.0,54840.0,11460.5,2122.8,18119.78,77780000.0
2015-06-23,1176.6,15.737,593.07,21807.0,27333.46,20830.0,76000.0,11542.54,2124.2,18144.07,75970000.0
2015-06-24,1172.9,15.853,590.02,21812.5,27404.97,20820.0,72710.0,11471.26,2108.6,17966.07,104980000.0
2015-06-25,1171.8,15.808,587.99,21837.5,27145.75,20760.0,64120.00000000001,11473.13,2102.3,17890.36,78990000.0
2015-06-26,1173.2,15.768,581.75,21838.5,26663.87,20760.0,66650.0,11492.43,2101.5,17946.68,158120000.0
2015-06-29,1179.0,15.695,591.75,21842.0,25966.98,20110.0,111230.0,11083.2,2057.6,17596.35,116340000.0
2015-06-30,1171.8,15.581,593.05,21839.5,26250.03,20230.0,95400.0,10944.97,2063.1,17619.51,126460000.0
2015-07-01,1169.3,15.577,591.5,21805.0,26282.32,20400.0,78340.0,11180.5,2077.4,17757.91,87010000.0
2015-07-02,1163.5,15.562,605.7,21805.0,26282.32,20540.0,76930.0,11099.35,2076.8,17730.11,83100000.0
2015-07-03,1173.2,15.753,616.43,21805.0,26064.11,20540.0,59360.0,11058.39,2081.3,17776.91,105840000.0
2015-07-07,1152.6,14.969,630.27,21838.5,24975.31,20420.0,82300.0,10676.78,2081.3,17776.91,105840000.0
2015-07-08,1163.5,15.163,623.17,21814.0,23516.56,19660.0,166860.0,10747.3,2046.7,17515.42,69830000.0
2015-07-09,1159.2,15.361,622.1,21814.0,24392.79,19860.0,215530.0,10996.41,2051.3,17548.62,100520000.0
2015-07-10,1157.9,15.481,627.28,21810.0,24901.28,19860.0,120180.0,11315.63,2076.6,17760.41,85800000.0
2015-07-13,1155.4,15.457,634.06,21814.0,25224.01,20090.0,82340.0,11484.38,2099.6,17977.68,86380000.0
2015-07-14,1153.5,15.315,638.69,21814.0,25120.91,20430.0,77020.0,11516.9,2108.9,18053.58,76740000.0
2015-07-15,1147.4,15.048,630.89,21814.0,25055.76,20450.0,54410.0,11539.66,2107.4,18050.17,80460000.0
2015-07-16,1143.9,14.984,626.9,21814.0,25162.78,20560.0,57450.0,11716.76,2124.3,18120.25,85030000.0
2015-07-17,1131.9,14.834,628.63,21818.0,25415.27,20640.0,43620.0,11673.42,2126.6,18086.45,106510000.0
2015-07-20,1106.8,14.758,620.54,21823.5,25404.81,20762.5,47180.0,11735.72,2128.3,18100.41,75060000.0
2015-07-21,1103.5,14.785,616.61,21818.5,25536.43,20840.0,47180.0,11604.8,2119.2,17919.29,100170000.0
2015-07-22,1091.5,14.73,629.85,21822.0,25282.62,20560.0,55130.0,11520.67,2114.2,17851.04,112370000.0
2015-07-23,1094.1,14.701,632.01,21822.0,25398.85,20670.0,39250.0,11512.11,2102.2,17731.92,88600000.0
2015-07-24,1085.5,14.488,631.26,21825.0,25128.51,20520.0,41530.0,11347.45,2079.7,17568.53,103470000.0
2015-07-27,1096.4,14.605,635.46,21831.0,24351.96,20350.0,69060.0,11056.4,2067.6,17440.59,117860000.0
2015-07-28,1096.2,14.642,631.47,21820.5,24503.94,20300.0,111550.0,11173.91,2093.2,17630.27,103450000.0
2015-07-29,1092.6,14.743,624.7,21819.5,24619.45,20300.0,68310.0,11211.85,2108.6,17751.39,93140000.0
2015-07-30,1088.7,14.696,626.57,21818.0,24497.98,20560.0,65230.00000000001,11257.15,2108.6,17745.98,76650000.0
2015-07-31,1095.1,14.745,621.06,21818.0,24636.28,20570.0,63490.0,11308.99,2103.8,17689.86,106120000.0
2015-08-03,1089.4,14.515,609.47,21818.0,24411.42,20500.0,70260.0,11443.72,2098.0,17598.2,87880000.0
2015-08-04,1090.7,14.557,600.76,21823.0,24406.12,20450.0,53310.0,11456.07,2093.3,17550.69,99060000.0
2015-08-05,1085.6,14.553,607.08,21826.5,24514.16,20600.0,76730.0,11636.3,2099.8,17540.47,102450000.0
2015-08-06,1090.1,14.677,601.04,21815.0,24375.28,20650.0,77120.0,11585.1,2083.6,17419.75,96170000.0
2015-08-07,1094.1,14.821,603.76,21815.0,24552.47,20710.0,68310.0,11490.83,2077.6,17373.38,81800000.0
2015-08-10,1104.1,15.292,614.53,21822.5,24521.12,20790.0,63810.0,11604.78,2104.2,17615.17,92430000.0
2015-08-11,1107.7,15.284,613.05,21827.5,24498.21,20670.0,99560.0,11293.65,2084.1,17402.84,103010000.0
2015-08-12,1123.6,15.476,604.24,22030.0,23916.02,20340.0,129250.0,10924.61,2086.1,17402.51,120400000.0
2015-08-13,1115.6,15.399,594.26,22092.0,24018.8,20630.0,147520.0,11014.63,2083.4,17408.25,88550000.0
2015-08-14,1112.7,15.213,589.03,22103.0,23991.03,20510.0,60720.0,10985.14,2091.5,17477.4,82120000.0
2015-08-17,1118.4,15.298,573.15,22094.0,23814.65,20630.0,46250.0,10940.33,2102.4,17545.18,73380000.0
2015-08-18,1116.9,14.79,580.22,22095.0,23474.97,20560.0,51330.0,10915.92,2096.9,17511.34,79900000.0
2015-08-19,1127.9,15.179,577.82,22400.0,23167.85,20230.0,94410.0,10682.15,2079.6,17348.73,104720000.0
2015-08-20,1153.2,15.517,566.69,22396.0,22757.47,20040.0,110300.0,10432.19,2035.7,16990.69,128530000.0
2015-08-21,1159.6,15.301,556.3,22518.5,22409.62,19430.0,176330.0,10124.52,1970.9,16459.75,225170000.0
2015-08-24,1153.6,14.762,526.93,22544.5,21251.57,18410.0,289560.0,9648.43,1893.2,15871.35,293920000.0
2015-08-25,1138.3,14.61,529.98,22546.5,21404.96,17670.0,445050.0,10128.12,1867.6,15666.44,213220000.0
2015-08-26,1124.6,14.041,545.89,22544.5,21080.39,18440.0,318360.0,9997.43,1940.5,16285.51,208420000.0
2015-08-27,1122.6,14.417,555.81,22544.5,21838.54,18570.0,174800.0,10315.62,1987.7,16654.77,171980000.0
2015-08-28,1134.0,14.549,570.87,22462.5,21612.39,19180.0,123660.0,10298.53,1988.9,16643.01,131789999.99999999
2015-08-31,1132.5,14.586,564.75,22481.5,21670.58,18840.0,105940.0,10259.46,1972.2,16528.03,141440000.0
2015-09-01,1139.8,14.62,562.31,22487.5,21185.43,18110.0,136620.0,10015.57,1913.8,16058.35,171390000.0
2015-09-02,1133.6,14.667,554.3,22487.5,20934.94,18250.0,206130.0,10048.05,1948.9,16351.38,133479999.99999999
2015-09-03,1124.5,14.707,554.3,22490.0,20840.61,18230.0,114570.0,10317.84,1951.1,16374.76,109730000.0
2015-09-04,1121.4,14.549,556.81,22472.5,20840.61,17760.0,162920.0,10038.04,1921.2,16102.38,127270000.0
2015-09-07,1121.0,14.755,554.93,22468.0,20583.52,17870.0,173590.0,10108.61,1942.0,16253.57,118790000.0
2015-09-09,1102.0,14.576,572.34,22480.0,22131.31,18580.0,181430.0,10303.12,1942.0,16253.57,118790000.0
2015-09-10,1109.3,14.645,572.07,22544.5,21562.5,18270.0,98040.0,10210.44,1952.3,16330.4,122690000.0
2015-09-11,1103.3,14.505,566.74,22544.5,21504.37,18170.0,103330.0,10123.56,1961.0,16433.09,104630000.0
2015-09-14,1107.7,14.363,562.17,22487.0,21561.9,17820.0,83020.0,10131.74,1953.0,16370.96,92660000.0
2015-09-15,1102.6,14.326,563.27,22531.0,21455.23,17880.0,87710.0,10188.13,1978.1,16599.85,93050000.0
2015-09-16,1119.0,14.885,564.13,22518.5,21966.66,18140.0,72200.0,10227.21,1995.3,16739.95,99620000.0
2015-09-17,1117.0,14.984,562.48,22508.5,21854.63,18360.0,58830.0,10229.58,1990.2,16674.74,129600000.0
2015-09-18,1137.8,15.163,566.25,22509.5,21920.83,18000.0,71110.0,9916.16,1958.0,16384.58,341710000.0
2015-09-21,1132.8,15.221,572.12,22510.5,21756.93,17995.0,82360.0,9948.51,1967.0,16510.19,90730000.0
2015-09-22,1124.8,14.756,573.2,22520.0,21796.58,17500.0,82360.0,9570.66,1942.7,16330.47,119010000.0
2015-09-23,1131.5,14.789,572.72,22524.5,21302.91,17595.0,82360.0,9612.62,1938.8,16279.89,86030000.0
2015-09-24,1153.8,15.13,570.25,22490.0,21095.98,17450.0,82360.0,9427.64,1932.2,16201.32,122220000.0
2015-09-25,1145.6,15.111,570.38,22519.0,21186.32,17770.0,112270.0,9688.53,1931.3,16314.67,130789999.99999999
2015-09-28,1131.7,14.538,564.88,22524.0,20556.6,17690.0,80460.0,9483.55,1881.8,16001.89,139930000.0
2015-09-29,1126.8,14.573,561.19,22517.5,20556.6,16940.0,111240.0,9450.4,1884.1,16049.13,121160000.0
2015-09-30,1115.2,14.518,562.64,22519.0,20846.3,17390.0,103370.0,9660.44,1920.0,16284.7,145740000.0
