Date,Close,Silver_Close,VNI_Close,USD_VND_Rate,Hseng_Close,Nikkei_Close,Nikkei_Volume,Dax_Close,SP_Close,DJ_Close,DJ_Volume
2012-02-03,1740.3,33.749,401.74,20975.0,20756.98,8840.0,45660.0,6766.67,1344.9,12862.23,142840000.0
2012-02-06,1724.9,33.75,399.73,20955.0,20709.94,8900.0,45000.0,6764.83,1344.3,12845.13,108040000.0
2012-02-07,1748.4,34.194,401.08,20950.0,20699.19,8900.0,39690.0,6754.2,1347.0,12878.2,116150000.0
2012-02-08,1731.3,33.704,409.53,20935.0,21018.46,8990.0,53800.0,6748.76,1350.0,12883.95,138250000.0
2012-02-09,1741.2,33.917,411.39,20910.0,21010.01,9010.0,50380.0,6788.8,1352.0,12890.46,157080000.0
2012-02-10,1725.3,33.604,405.02,20895.0,20783.86,8970.0,48940.0,6692.96,1342.6,12801.23,123620000.0
2012-02-13,1724.9,33.722,395.54,20855.0,20887.4,9000.0,48960.0,6738.47,1351.8,12874.04,112240000.0
2012-02-14,1717.7,33.348,400.26,20860.0,20917.83,9060.0,55840.0,6728.19,1350.5,12878.28,120050000.0
2012-02-15,1728.1,33.408,397.41,20860.0,21365.23,9270.0,84500.0,6757.94,1343.2,12780.95,127560000.0
2012-02-16,1728.4,33.37,396.51,20820.0,21277.28,9230.0,70060.0,6751.96,1358.0,12904.08,134450000.0
2012-02-17,1725.9,33.216,403.3,20825.0,21491.62,9400.0,74990.0,6848.03,1361.2,12949.87,234650000.0
2012-02-20,1758.5,34.429,413.98,20840.0,21424.79,9470.0,55850.0,6948.25,1357.7,12938.67,124200000.0
2012-02-22,1771.3,34.254,418.41,20835.0,21549.28,9570.0,62630.0,6843.87,1357.7,12938.67,124200000.0
2012-02-23,1786.3,35.556,423.89,20820.0,21380.99,9570.0,53320.0,6809.46,1363.5,12984.69,120480000.0
2012-02-24,1776.4,35.338,423.43,20840.0,21406.86,9640.0,57460.0,6864.43,1365.7,12982.95,89440000.0
2012-02-27,1774.9,35.524,428.41,20845.0,21217.86,9620.0,58270.0,6849.6,1367.6,12981.51,143530000.0
2012-02-28,1788.4,37.205,422.22,20845.0,21568.73,9760.0,104590.0,6887.63,1372.2,13005.12,114490000.0
2012-02-29,1711.3,34.642,423.64,20835.0,21680.08,9710.0,86880.0,6856.08,1365.7,12952.07,182460000.0
2012-03-01,1722.2,35.661,427.95,20845.0,21387.96,9710.0,86920.0,6941.77,1374.1,12980.3,139670000.0
2012-03-02,1709.8,34.525,439.6,20830.0,21562.26,9760.0,68410.0,6921.37,1369.6,12977.57,93900000.0
2012-03-05,1703.9,33.695,457.21,20830.0,21265.31,9680.0,53800.0,6866.46,1364.3,12962.81,108630000.0
2012-03-06,1672.1,32.783,445.0,20860.0,20806.25,9650.0,81100.0,6633.11,1343.4,12759.15,142330000.0
2012-03-07,1683.9,33.585,444.02,20832.5,20627.78,9580.0,73330.0,6671.11,1352.6,12837.33,175110000.0
2012-03-08,1698.7,33.831,431.66,20835.0,20900.73,9760.0,44900.0,6834.54,1365.9,12907.94,103530000.0
2012-03-09,1711.5,34.212,432.11,20830.0,21086.0,9840.0,91890.0,6880.21,1370.9,12922.02,103240000.0
2012-03-12,1699.8,33.413,428.02,20835.0,21134.18,9800.0,70660.0,6901.35,1371.1,12959.71,100000000.0
2012-03-13,1694.2,33.581,429.39,20840.0,21339.7,9840.0,82480.0,6995.91,1396.0,13177.68,163130000.0
2012-03-14,1642.9,32.181,433.86,20840.0,21307.89,10010.0,65900.0,7079.42,1394.3,13194.1,163610000.0
2012-03-15,1659.5,32.726,441.85,20830.0,21353.53,10060.0,58450.0,7144.45,1402.6,13252.76,161650000.0
2012-03-16,1655.8,32.604,438.52,20820.0,21317.85,10060.0,50390.0,7157.82,1404.2,13232.62,392620000.0
2012-03-19,1667.3,32.955,438.07,20835.0,21115.29,10080.0,32680.0,7154.22,1409.8,13239.13,147120000.0
2012-03-20,1647.0,31.834,440.29,20830.0,20888.24,10042.5,50660.0,7054.94,1405.5,13170.19,131660000.0
2012-03-21,1650.3,32.227,445.77,20870.0,20856.63,10020.0,50660.0,7071.32,1402.9,13124.62,124860000.0
2012-03-22,1642.5,31.345,445.67,20860.0,20901.56,10040.0,56410.0,6981.26,1392.8,13046.14,122060000.0
2012-03-23,1662.4,32.272,454.1,20885.0,20668.8,9930.0,53990.0,6995.62,1397.1,13080.73,129930000.0
2012-03-26,1685.6,32.75,459.26,20900.0,20668.86,9960.0,43300.0,7079.23,1416.5,13241.63,122080000.0
2012-03-27,1684.9,32.616,445.92,20865.0,21046.91,10180.0,62110.0,7078.9,1412.5,13197.73,129280000.0
2012-03-28,1657.9,31.831,446.32,20845.0,20885.42,10180.0,52200.0,6998.8,1405.5,13126.21,141540000.0
2012-03-29,1654.9,31.992,439.63,20825.0,20609.39,10110.0,53620.0,6875.15,1403.3,13145.82,136250000.0
