Date,Dax_Close,Dax_Volume,Dax_Change
22/02/2024,"17,370.45",86.13M,1.47%
21/02/2024,"17,118.12",59.40M,0.29%
20/02/2024,"17,068.43",62.71M,-0.14%
19/02/2024,"17,092.26",43.23M,-0.15%
16/02/2024,"17,117.44",76.38M,0.42%
15/02/2024,"17,046.69",83.79M,0.60%
14/02/2024,"16,945.48",53.72M,0.38%
13/02/2024,"16,880.83",62.96M,-0.92%
12/2/2024,"17,037.35",53.29M,0.65%
9/2/2024,"16,926.50",61.64M,-0.22%
8/2/2024,"16,963.83",67.42M,0.25%
7/2/2024,"16,921.96",93.04M,-0.65%
6/2/2024,"17,033.24",75.54M,0.76%
5/2/2024,"16,904.06",69.94M,-0.08%
2/2/2024,"16,918.21",85.85M,0.35%
1/2/2024,"16,859.04",89.45M,-0.26%
31/01/2024,"16,903.76",84.39M,-0.40%
30/01/2024,"16,972.34",61.11M,0.18%
29/01/2024,"16,941.71",65.96M,-0.12%
26/01/2024,"16,961.39",84.66M,0.32%
25/01/2024,"16,906.92",62.02M,0.10%
24/01/2024,"16,889.92",74.57M,1.58%
23/01/2024,"16,627.09",64.37M,-0.34%
22/01/2024,"16,683.36",67.44M,0.77%
19/01/2024,"16,555.13",66.15M,-0.07%
18/01/2024,"16,567.35",72.32M,0.83%
17/01/2024,"16,431.69",71.44M,-0.84%
16/01/2024,"16,571.68",73.10M,-0.30%
15/01/2024,"16,622.22",47.80M,-0.49%
12/1/2024,"16,704.56",62.16M,0.95%
11/1/2024,"16,547.03",72.21M,-0.86%
10/1/2024,"16,689.81",61.30M,0.01%
9/1/2024,"16,688.36",59.80M,-0.17%
8/1/2024,"16,716.47",55.07M,0.74%
5/1/2024,"16,594.21",66.76M,-0.14%
4/1/2024,"16,617.29",65.87M,0.48%
3/1/2024,"16,538.39",70.85M,-1.38%
2/1/2024,"16,769.36",59.89M,0.11%
29/12/2023,"16,751.64",26.86M,0.30%
28/12/2023,"16,701.55",36.09M,-0.24%
27/12/2023,"16,742.07",37.68M,0.21%
22/12/2023,"16,706.18",46.30M,0.11%
21/12/2023,"16,687.42",57.87M,-0.27%
20/12/2023,"16,733.05",63.37M,-0.07%
19/12/2023,"16,744.41",59.22M,0.56%
18/12/2023,"16,650.55",56.72M,-0.60%
15/12/2023,"16,751.44",173.71M,0.00%
14/12/2023,"16,752.23",141.29M,-0.08%
13/12/2023,"16,766.05",65.41M,-0.15%
12/12/2023,"16,791.74",67.86M,-0.02%
11/12/2023,"16,794.43",66.74M,0.21%
8/12/2023,"16,759.22",77.81M,0.78%
7/12/2023,"16,628.99",76.80M,-0.16%
6/12/2023,"16,656.44",78.58M,0.75%
5/12/2023,"16,533.11",63.92M,0.78%
4/12/2023,"16,404.76",52.15M,0.04%
1/12/2023,"16,397.52",68.14M,1.12%
30/11/2023,"16,215.43",108.53M,0.30%
29/11/2023,"16,166.45",69.37M,1.09%
28/11/2023,"15,992.67",60.60M,0.16%
27/11/2023,"15,966.37",50.57M,-0.39%
24/11/2023,"16,029.49",46.23M,0.22%
23/11/2023,"15,994.73",38.72M,0.23%
22/11/2023,"15,957.82",58.76M,0.36%
21/11/2023,"15,900.53",70.93M,-0.01%
20/11/2023,"15,901.33",93.61M,-0.11%
17/11/2023,"15,919.16",81.13M,0.84%
16/11/2023,"15,786.61",68.44M,0.24%
15/11/2023,"15,748.17",91.67M,0.86%
14/11/2023,"15,614.43",98.89M,1.76%
13/11/2023,"15,345.00",65.17M,0.73%
10/11/2023,"15,234.39",77.01M,-0.77%
9/11/2023,"15,352.54",68.38M,0.81%
8/11/2023,"15,229.60",107.59M,0.51%
7/11/2023,"15,152.64",62.05M,0.11%
6/11/2023,"15,135.97",59.21M,-0.35%
3/11/2023,"15,189.25",93.60M,0.30%
2/11/2023,"15,143.60",89.45M,1.48%
1/11/2023,"14,923.27",63.59M,0.76%
31/10/2023,"14,810.34",75.37M,0.64%
30/10/2023,"14,716.54",76.18M,0.20%
27/10/2023,"14,687.41",86.54M,-0.30%
26/10/2023,"14,731.05",121.80M,-1.08%
25/10/2023,"14,892.18",88.09M,0.08%
24/10/2023,"14,879.94",62.02M,0.54%
23/10/2023,"14,800.72",61.26M,0.02%
20/10/2023,"14,798.47",90.64M,-1.64%
19/10/2023,"15,045.23",69.92M,-0.33%
18/10/2023,"15,094.91",62.49M,-1.03%
17/10/2023,"15,251.69",49.44M,0.09%
16/10/2023,"15,237.99",55.50M,0.34%
13/10/2023,"15,186.66",63.24M,-1.55%
12/10/2023,"15,425.03",52.45M,-0.23%
11/10/2023,"15,460.01",65.78M,0.24%
10/10/2023,"15,423.52",62.64M,1.95%
9/10/2023,"15,128.11",52.47M,-0.67%
6/10/2023,"15,229.77",65.53M,1.06%
5/10/2023,"15,070.22",47.65M,-0.20%
4/10/2023,"15,099.92",75.01M,0.10%
3/10/2023,"15,085.21",64.88M,-1.06%
2/10/2023,"15,247.21",61.42M,-0.91%
29/09/2023,"15,386.58",110.12M,0.41%
28/09/2023,"15,323.50",60.12M,0.70%
27/09/2023,"15,217.45",72.32M,-0.25%
26/09/2023,"15,255.87",69.66M,-0.97%
25/09/2023,"15,405.49",64.52M,-0.98%
22/09/2023,"15,557.29",70.20M,-0.09%
21/09/2023,"15,571.86",66.00M,-1.33%
20/09/2023,"15,781.59",54.73M,0.75%
19/09/2023,"15,664.48",53.58M,-0.40%
18/09/2023,"15,727.12",58.90M,-1.05%
15/09/2023,"15,893.53",179.83M,0.56%
14/09/2023,"15,805.29",77.63M,0.97%
13/09/2023,"15,654.03",68.86M,-0.39%
12/9/2023,"15,715.53",58.03M,-0.54%
11/9/2023,"15,800.99",65.43M,0.36%
8/9/2023,"15,744.75",63.81M,0.17%
7/9/2023,"15,718.66",59.41M,-0.14%
6/9/2023,"15,741.37",63.05M,-0.19%
5/9/2023,"15,771.71",73.33M,-0.34%
4/9/2023,"15,824.85",34.75M,-0.10%
1/9/2023,"15,840.34",54.05M,-0.67%
31/08/2023,"15,947.08",92.77M,0.35%
30/08/2023,"15,891.93",49.48M,-0.24%
29/08/2023,"15,930.88",49.76M,0.88%
28/08/2023,"15,792.61",43.47M,1.03%
25/08/2023,"15,631.82",44.32M,0.07%
24/08/2023,"15,621.49",48.25M,-0.68%
23/08/2023,"15,728.41",53.43M,0.15%
22/08/2023,"15,705.62",42.81M,0.66%
21/08/2023,"15,603.28",45.25M,0.19%
18/08/2023,"15,574.26",59.91M,-0.65%
17/08/2023,"15,676.90",48.60M,-0.71%
16/08/2023,"15,789.45",39.65M,0.14%
15/08/2023,"15,767.28",45.35M,-0.86%
14/08/2023,"15,904.25",43.61M,0.46%
11/8/2023,"15,832.17",60.30M,-1.03%
10/8/2023,"15,996.52",74.91M,0.91%
9/8/2023,"15,852.58",65.52M,0.49%
8/8/2023,"15,774.93",80.94M,-1.10%
7/8/2023,"15,950.76",68.25M,-0.01%
4/8/2023,"15,951.86",77.05M,0.37%
3/8/2023,"15,893.38",82.64M,-0.79%
2/8/2023,"16,020.02",74.41M,-1.36%
1/8/2023,"16,240.40",63.46M,-1.26%
31/07/2023,"16,446.83",60.75M,-0.14%
28/07/2023,"16,469.75",70.30M,0.39%
27/07/2023,"16,406.03",96.51M,1.70%
26/07/2023,"16,131.46",76.24M,-0.49%
25/07/2023,"16,211.59",56.47M,0.13%
24/07/2023,"16,190.95",51.53M,0.08%
21/07/2023,"16,177.22",69.91M,-0.17%
20/07/2023,"16,204.22",66.30M,0.59%
19/07/2023,"16,108.93",62.95M,-0.10%
18/07/2023,"16,125.49",56.77M,0.35%
17/07/2023,"16,068.65",45.55M,-0.23%
14/07/2023,"16,105.07",61.72M,-0.22%
13/07/2023,"16,141.03",64.99M,0.74%
12/7/2023,"16,023.00",72.34M,1.47%
11/7/2023,"15,790.34",60.83M,0.75%
10/7/2023,"15,673.16",53.39M,0.45%
7/7/2023,"15,603.40",67.26M,0.48%
6/7/2023,"15,528.54",80.36M,-2.57%
5/7/2023,"15,937.58",66.46M,-0.63%
4/7/2023,"16,039.17",42.49M,-0.26%
3/7/2023,"16,081.04",52.05M,-0.41%
30/06/2023,"16,147.90",85.58M,1.26%
29/06/2023,"15,946.72",54.57M,-0.01%
28/06/2023,"15,949.00",69.91M,0.64%
27/06/2023,"15,846.86",63.27M,0.21%
26/06/2023,"15,813.06",72.43M,-0.11%
23/06/2023,"15,829.94",108.86M,-0.99%
22/06/2023,"15,988.16",65.00M,-0.22%
21/06/2023,"16,023.13",62.21M,-0.55%
20/06/2023,"16,111.32",68.40M,-0.55%
19/06/2023,"16,201.20",52.46M,-0.96%
16/06/2023,"16,357.63",211.23M,0.41%
15/06/2023,"16,290.12",80.15M,-0.13%
14/06/2023,"16,310.79",75.76M,0.49%
13/06/2023,"16,230.68",72.35M,0.83%
12/6/2023,"16,097.87",61.39M,0.93%
9/6/2023,"15,949.84",58.24M,-0.25%
8/6/2023,"15,989.96",59.53M,0.18%
7/6/2023,"15,960.56",67.87M,-0.20%
6/6/2023,"15,992.44",52.41M,0.18%
5/6/2023,"15,963.89",63.78M,-0.54%
2/6/2023,"16,051.23",96.60M,1.25%
1/6/2023,"15,853.66",55.20M,1.21%
31/05/2023,"15,664.02",172.56M,-1.54%
30/05/2023,"15,908.91",54.56M,-0.27%
29/05/2023,"15,952.73",24.25M,-0.20%
26/05/2023,"15,983.97",57.31M,1.20%
25/05/2023,"15,793.80",66.15M,-0.31%
24/05/2023,"15,842.13",65.92M,-1.92%
23/05/2023,"16,152.86",56.76M,-0.44%
22/05/2023,"16,223.99",54.20M,-0.32%
19/05/2023,"16,275.38",90.10M,0.69%
18/05/2023,"16,163.36",73.64M,1.33%
17/05/2023,"15,951.30",89.83M,0.34%
16/05/2023,"15,897.93",63.87M,-0.12%
15/05/2023,"15,917.24",53.10M,0.02%
12/5/2023,"15,913.82",62.92M,0.50%
11/5/2023,"15,834.91",67.89M,-0.39%
10/5/2023,"15,896.23",67.47M,-0.37%
9/5/2023,"15,955.48",60.43M,0.02%
8/5/2023,"15,952.83",40.93M,-0.05%
5/5/2023,"15,961.02",69.96M,1.44%
4/5/2023,"15,734.24",81.69M,-0.51%
3/5/2023,"15,815.06",61.99M,0.56%
2/5/2023,"15,726.94",80.23M,-1.23%
28/04/2023,"15,922.38",91.51M,0.77%
27/04/2023,"15,800.45",79.62M,0.03%
26/04/2023,"15,795.73",74.38M,-0.48%
25/04/2023,"15,872.13",66.49M,0.05%
24/04/2023,"15,863.95",50.55M,-0.11%
21/04/2023,"15,881.66",77.40M,0.54%
20/04/2023,"15,795.97",74.76M,-0.62%
19/04/2023,"15,895.20",55.12M,0.08%
18/04/2023,"15,882.67",63.38M,0.59%
17/04/2023,"15,789.53",60.20M,-0.11%
14/04/2023,"15,807.50",78.56M,0.50%
13/04/2023,"15,729.46",53.36M,0.16%
12/4/2023,"15,703.60",65.21M,0.31%
11/4/2023,"15,655.17",63.07M,0.37%
6/4/2023,"15,597.89",62.79M,0.50%
5/4/2023,"15,520.17",78.22M,-0.53%
4/4/2023,"15,603.47",64.48M,0.14%
3/4/2023,"15,580.92",70.89M,-0.31%
31/03/2023,"15,628.84",86.97M,0.69%
30/03/2023,"15,522.40",77.41M,1.26%
29/03/2023,"15,328.78",81.83M,1.23%
28/03/2023,"15,142.02",73.01M,0.09%
27/03/2023,"15,127.68",90.91M,1.14%
24/03/2023,"14,957.23",181.08M,-1.66%
23/03/2023,"15,210.39",82.74M,-0.04%
22/03/2023,"15,216.19",82.69M,0.14%
21/03/2023,"15,195.34",94.32M,1.75%
20/03/2023,"14,933.38",125.26M,1.12%
17/03/2023,"14,768.20",217.02M,-1.33%
16/03/2023,"14,967.10",141.06M,1.57%
15/03/2023,"14,735.26",157.45M,-3.27%
14/03/2023,"15,232.83",101.46M,1.83%
13/03/2023,"14,959.47",157.70M,-3.04%
10/3/2023,"15,427.97",114.12M,-1.31%
9/3/2023,"15,633.21",59.69M,0.01%
8/3/2023,"15,631.87",64.60M,0.46%
7/3/2023,"15,559.53",68.60M,-0.60%
6/3/2023,"15,653.58",69.39M,0.48%
3/3/2023,"15,578.39",67.12M,1.64%
2/3/2023,"15,327.64",62.59M,0.15%
1/3/2023,"15,305.02",72.24M,-0.39%
28/02/2023,"15,365.14",93.76M,-0.11%
27/02/2023,"15,381.43",58.76M,1.13%
24/02/2023,"15,209.74",141.48M,-1.72%
23/02/2023,"15,475.69",51.35M,0.49%
22/02/2023,"15,399.89",54.88M,0.01%
21/02/2023,"15,397.62",47.05M,-0.52%
20/02/2023,"15,477.55",33.61M,-0.03%
17/02/2023,"15,482.00",70.46M,-0.33%
16/02/2023,"15,533.64",66.11M,0.18%
15/02/2023,"15,506.34",49.07M,0.82%
14/02/2023,"15,380.56",56.43M,-0.11%
13/02/2023,"15,397.34",38.58M,0.58%
10/2/2023,"15,307.98",65.76M,-1.39%
9/2/2023,"15,523.42",66.25M,0.72%
8/2/2023,"15,412.05",61.35M,0.60%
7/2/2023,"15,320.88",56.18M,-0.16%
6/2/2023,"15,345.91",54.43M,-0.84%
3/2/2023,"15,476.43",76.25M,-0.21%
2/2/2023,"15,509.19",122.98M,2.16%
1/2/2023,"15,180.74",57.10M,0.35%
31/01/2023,"15,128.27",57.05M,0.01%
30/01/2023,"15,126.08",54.66M,-0.16%
27/01/2023,"15,150.03",55.14M,0.11%
26/01/2023,"15,132.85",62.00M,0.34%
25/01/2023,"15,081.64",53.59M,-0.08%
24/01/2023,"15,093.11",48.34M,-0.07%
23/01/2023,"15,102.95",39.90M,0.46%
20/01/2023,"15,033.56",64.03M,0.76%
19/01/2023,"14,920.36",64.17M,-1.72%
18/01/2023,"15,181.80",58.26M,-0.03%
17/01/2023,"15,187.07",57.91M,0.35%
16/01/2023,"15,134.04",42.10M,0.31%
13/01/2023,"15,086.52",66.45M,0.19%
12/1/2023,"15,058.30",65.97M,0.74%
11/1/2023,"14,947.91",66.37M,1.17%
10/1/2023,"14,774.60",57.44M,-0.12%
9/1/2023,"14,792.83",64.98M,1.25%
6/1/2023,"14,610.02",55.43M,1.20%
5/1/2023,"14,436.31",60.95M,-0.38%
4/1/2023,"14,490.78",76.22M,2.18%
3/1/2023,"14,181.67",57.91M,0.80%
2/1/2023,"14,069.26",34.98M,1.05%
30/12/2022,"13,923.59",24.35M,-1.05%
29/12/2022,"14,071.72",30.73M,1.05%
28/12/2022,"13,925.60",27.58M,-0.50%
27/12/2022,"13,995.10",22.98M,0.39%
23/12/2022,"13,940.93",28.74M,0.19%
22/12/2022,"13,914.07",42.89M,-1.30%
21/12/2022,"14,097.82",44.59M,1.54%
20/12/2022,"13,884.66",56.02M,-0.42%
19/12/2022,"13,942.87",48.85M,0.36%
16/12/2022,"13,893.07",168.81M,-0.67%
15/12/2022,"13,986.23",87.47M,-3.28%
14/12/2022,"14,460.20",59.75M,-0.26%
13/12/2022,"14,497.89",68.06M,1.34%
12/12/2022,"14,306.63",46.46M,-0.45%
9/12/2022,"14,370.72",52.57M,0.74%
8/12/2022,"14,264.56",47.36M,0.02%
7/12/2022,"14,261.19",52.79M,-0.57%
6/12/2022,"14,343.19",50.93M,-0.72%
5/12/2022,"14,447.61",50.08M,-0.56%
2/12/2022,"14,529.39",55.19M,0.27%
1/12/2022,"14,490.30",61.60M,0.65%
30/11/2022,"14,397.04",97.64M,0.29%
29/11/2022,"14,355.45",51.09M,-0.19%
28/11/2022,"14,383.36",53.34M,-1.09%
25/11/2022,"14,541.38",46.22M,0.01%
24/11/2022,"14,539.56",50.50M,0.78%
23/11/2022,"14,427.59",51.12M,0.04%
22/11/2022,"14,422.35",50.37M,0.29%
21/11/2022,"14,379.93",48.08M,-0.36%
18/11/2022,"14,431.86",93.25M,1.16%
17/11/2022,"14,266.38",58.05M,0.23%
16/11/2022,"14,234.03",76.20M,-1.00%
15/11/2022,"14,378.51",77.96M,0.46%
14/11/2022,"14,313.30",72.41M,0.62%
11/11/2022,"14,224.86",103.68M,0.56%
10/11/2022,"14,146.09",114.86M,3.51%
9/11/2022,"13,666.32",64.01M,-0.16%
8/11/2022,"13,688.75",60.73M,1.15%
7/11/2022,"13,533.52",56.99M,0.55%
4/11/2022,"13,459.85",76.64M,2.51%
3/11/2022,"13,130.19",52.29M,-0.95%
2/11/2022,"13,256.74",54.43M,-0.61%
1/11/2022,"13,338.74",51.44M,0.64%
31/10/2022,"13,253.74",59.05M,0.08%
28/10/2022,"13,243.33",64.19M,0.24%
27/10/2022,"13,211.23",72.25M,0.12%
26/10/2022,"13,195.81",65.69M,1.09%
25/10/2022,"13,052.96",69.24M,0.94%
24/10/2022,"12,931.45",62.92M,1.58%
21/10/2022,"12,730.90",82.22M,-0.29%
20/10/2022,"12,767.41",52.82M,0.20%
19/10/2022,"12,741.41",63.63M,-0.19%
18/10/2022,"12,765.61",65.99M,0.92%
17/10/2022,"12,649.03",57.20M,1.70%
14/10/2022,"12,437.81",82.48M,0.67%
13/10/2022,"12,355.58",88.45M,1.51%
12/10/2022,"12,172.26",67.19M,-0.39%
11/10/2022,"12,220.25",64.61M,-0.43%
10/10/2022,"12,272.94",68.34M,0.00%
7/10/2022,"12,273.00",56.97M,-1.59%
6/10/2022,"12,470.78",53.53M,-0.37%
5/10/2022,"12,517.18",62.39M,-1.21%
4/10/2022,"12,670.48",80.24M,3.78%
3/10/2022,"12,209.48",63.67M,0.79%
30/09/2022,"12,114.36",89.24M,1.16%
29/09/2022,"11,975.55",88.00M,-1.71%
28/09/2022,"12,183.28",96.22M,0.36%
27/09/2022,"12,139.68",78.96M,-0.72%
26/09/2022,"12,227.92",67.27M,-0.46%
23/09/2022,"12,284.19",86.71M,-1.97%
22/09/2022,"12,531.63",66.53M,-1.84%
21/09/2022,"12,767.15",55.27M,0.76%
20/09/2022,"12,670.83",62.74M,-1.03%
19/09/2022,"12,803.24",49.58M,0.49%
16/09/2022,"12,741.26",148.56M,-1.66%
15/09/2022,"12,956.66",67.76M,-0.55%
14/09/2022,"13,028.00",62.45M,-1.22%
13/09/2022,"13,188.95",68.43M,-1.59%
12/9/2022,"13,402.27",67.05M,2.40%
9/9/2022,"13,088.21",67.72M,1.43%
8/9/2022,"12,904.32",71.24M,-0.09%
7/9/2022,"12,915.97",67.13M,0.35%
6/9/2022,"12,871.44",53.64M,0.87%
5/9/2022,"12,760.78",62.87M,-2.22%
2/9/2022,"13,050.27",67.34M,3.33%
1/9/2022,"12,630.23",61.60M,-1.60%
31/08/2022,"12,834.96",83.00M,-0.97%
30/08/2022,"12,961.14",62.48M,0.53%
29/08/2022,"12,892.99",54.30M,-0.61%
26/08/2022,"12,971.47",67.31M,-2.26%
25/08/2022,"13,271.96",41.62M,0.39%
24/08/2022,"13,220.06",46.81M,0.20%
23/08/2022,"13,194.23",53.96M,-0.27%
22/08/2022,"13,230.57",68.37M,-2.32%
19/08/2022,"13,544.52",66.00M,-1.12%
18/08/2022,"13,697.41",47.67M,0.52%
17/08/2022,"13,626.71",57.25M,-2.04%
16/08/2022,"13,910.12",50.95M,0.68%
15/08/2022,"13,816.61",37.84M,0.15%
12/8/2022,"13,795.85",58.50M,0.74%
11/8/2022,"13,694.51",54.58M,-0.05%
10/8/2022,"13,700.93",56.49M,1.23%
9/8/2022,"13,534.97",51.02M,-1.12%
8/8/2022,"13,687.69",51.64M,0.84%
5/8/2022,"13,573.93",62.48M,-0.65%
4/8/2022,"13,662.68",64.72M,0.55%
3/8/2022,"13,587.56",63.64M,1.03%
2/8/2022,"13,449.20",56.68M,-0.23%
1/8/2022,"13,479.63",57.23M,-0.03%
29/07/2022,"13,484.05",82.63M,1.52%
28/07/2022,"13,282.11",74.31M,0.88%
27/07/2022,"13,166.38",79.90M,0.53%
26/07/2022,"13,096.93",58.21M,-0.86%
25/07/2022,"13,210.32",56.56M,-0.33%
22/07/2022,"13,253.68",76.08M,0.05%
21/07/2022,"13,246.64",87.89M,-0.27%
20/07/2022,"13,281.98",75.18M,-0.20%
19/07/2022,"13,308.41",73.42M,2.69%
18/07/2022,"12,959.81",61.27M,0.74%
15/07/2022,"12,864.72",77.50M,2.76%
14/07/2022,"12,519.66",72.61M,-1.86%
13/07/2022,"12,756.32",63.03M,-1.16%
12/7/2022,"12,905.48",65.20M,0.57%
11/7/2022,"12,832.44",55.46M,-1.40%
8/7/2022,"13,015.23",75.19M,1.34%
7/7/2022,"12,843.22",79.39M,1.97%
6/7/2022,"12,594.52",78.68M,1.56%
5/7/2022,"12,401.20",90.49M,-2.91%
4/7/2022,"12,773.38",52.50M,-0.31%
1/7/2022,"12,813.03",80.29M,0.23%
30/06/2022,"12,783.77",114.22M,-1.69%
29/06/2022,"13,003.35",70.35M,-1.73%
28/06/2022,"13,231.82",61.09M,0.35%
27/06/2022,"13,186.07",69.03M,0.52%
24/06/2022,"13,118.13",95.71M,1.59%
23/06/2022,"12,912.59",99.25M,-1.76%
22/06/2022,"13,144.28",76.14M,-1.11%
21/06/2022,"13,292.40",64.76M,0.20%
20/06/2022,"13,265.60",54.60M,1.06%
17/06/2022,"13,126.26",190.39M,0.67%
16/06/2022,"13,038.49",104.05M,-3.31%
15/06/2022,"13,485.29",80.76M,1.36%
14/06/2022,"13,304.39",78.30M,-0.91%
13/06/2022,"13,427.03",91.21M,-2.43%
10/6/2022,"13,761.83",89.34M,-3.08%
9/6/2022,"14,198.80",64.87M,-1.71%
8/6/2022,"14,445.99",61.85M,-0.76%
7/6/2022,"14,556.62",51.84M,-0.66%
6/6/2022,"14,653.81",38.14M,1.34%
3/6/2022,"14,460.09",46.40M,-0.17%
2/6/2022,"14,485.17",50.05M,1.01%
1/6/2022,"14,340.47",68.01M,-0.33%
31/05/2022,"14,388.35",146.72M,-1.29%
30/05/2022,"14,575.98",54.72M,0.79%
27/05/2022,"14,462.19",71.34M,1.62%
26/05/2022,"14,231.29",57.44M,1.59%
25/05/2022,"14,007.93",64.01M,0.63%
24/05/2022,"13,919.75",70.96M,-1.80%
23/05/2022,"14,175.40",60.58M,1.38%
20/05/2022,"13,981.91",83.09M,0.72%
19/05/2022,"13,882.30",82.30M,-0.90%
18/05/2022,"14,007.76",69.36M,-1.26%
17/05/2022,"14,185.94",71.18M,1.59%
16/05/2022,"13,964.38",67.92M,-0.45%
13/05/2022,"14,027.93",90.81M,2.10%
12/5/2022,"13,739.64",110.59M,-0.64%
11/5/2022,"13,828.64",107.72M,2.17%
10/5/2022,"13,534.74",84.93M,1.15%
9/5/2022,"13,380.67",82.76M,-2.15%
6/5/2022,"13,674.29",96.55M,-1.64%
5/5/2022,"13,902.52",86.03M,-0.49%
4/5/2022,"13,970.82",71.63M,-0.49%
3/5/2022,"14,039.47",86.47M,0.72%
2/5/2022,"13,939.07",85.97M,-1.13%
29/04/2022,"14,097.88",102.03M,0.84%
28/04/2022,"13,979.84",97.67M,1.35%
27/04/2022,"13,793.94",134.62M,0.27%
26/04/2022,"13,756.40",98.35M,-1.20%
25/04/2022,"13,924.17",85.28M,-1.54%
22/04/2022,"14,142.09",82.42M,-2.48%
21/04/2022,"14,502.41",78.40M,0.98%
20/04/2022,"14,362.03",75.49M,1.47%
19/04/2022,"14,153.46",70.61M,-0.07%
14/04/2022,"14,163.85",87.53M,0.62%
13/04/2022,"14,076.44",80.46M,-0.34%
12/4/2022,"14,124.95",104.68M,-0.48%
11/4/2022,"14,192.78",69.82M,-0.64%
8/4/2022,"14,283.67",74.25M,1.46%
7/4/2022,"14,078.15",84.79M,-0.52%
6/4/2022,"14,151.69",104.31M,-1.89%
5/4/2022,"14,424.36",79.13M,-0.65%
4/4/2022,"14,518.16",69.36M,0.50%
1/4/2022,"14,446.48",72.48M,0.22%
31/03/2022,"14,414.75",88.19M,-1.31%
30/03/2022,"14,606.05",76.51M,-1.45%
29/03/2022,"14,820.33",99.66M,2.79%
28/03/2022,"14,417.37",70.59M,0.78%
25/03/2022,"14,305.76",73.04M,0.22%
24/03/2022,"14,273.79",77.32M,-0.07%
23/03/2022,"14,283.65",76.38M,-1.31%
22/03/2022,"14,473.20",79.55M,1.02%
21/03/2022,"14,326.97",69.81M,-0.60%
18/03/2022,"14,413.09",181.20M,0.17%
17/03/2022,"14,388.06",96.87M,-0.36%
16/03/2022,"14,440.74",138.61M,3.76%
15/03/2022,"13,917.27",101.28M,-0.09%
14/03/2022,"13,929.11",118.95M,2.21%
11/3/2022,"13,628.11",130.84M,1.38%
10/3/2022,"13,442.10",148.86M,-2.93%
9/3/2022,"13,847.93",177.83M,7.92%
8/3/2022,"12,831.51",172.92M,-0.02%
7/3/2022,"12,834.65",192.41M,-1.98%
4/3/2022,"13,094.54",178.57M,-4.41%
3/3/2022,"13,698.40",118.91M,-2.16%
2/3/2022,"14,000.11",158.82M,0.69%
1/3/2022,"13,904.85",145.25M,-3.85%
28/02/2022,"14,461.02",160.85M,-0.73%
25/02/2022,"14,567.23",160.38M,3.67%
24/02/2022,"14,052.10",219.86M,-3.96%
23/02/2022,"14,631.36",89.09M,-0.42%
22/02/2022,"14,693.00",115.32M,-0.26%
21/02/2022,"14,731.12",78.15M,-2.07%
18/02/2022,"15,042.51",87.53M,-1.47%
17/02/2022,"15,267.63",78.68M,-0.67%
16/02/2022,"15,370.30",67.04M,-0.28%
15/02/2022,"15,412.71",83.22M,1.98%
14/02/2022,"15,113.97",119.71M,-2.02%
11/2/2022,"15,425.12",100.06M,-0.42%
10/2/2022,"15,490.44",94.70M,0.05%
9/2/2022,"15,482.01",85.34M,1.57%
8/2/2022,"15,242.38",80.96M,0.24%
7/2/2022,"15,206.64",71.12M,0.71%
4/2/2022,"15,099.56",93.80M,-1.75%
3/2/2022,"15,368.47",104.95M,-1.57%
2/2/2022,"15,613.77",66.32M,-0.04%
1/2/2022,"15,619.39",74.93M,0.96%
31/01/2022,"15,471.20",88.31M,0.99%
28/01/2022,"15,318.95",91.38M,-1.32%
27/01/2022,"15,524.27",105.99M,0.42%
26/01/2022,"15,459.39",82.97M,2.22%
25/01/2022,"15,123.87",86.07M,0.75%
24/01/2022,"15,011.13",115.82M,-3.80%
21/01/2022,"15,603.88",105.90M,-1.94%
20/01/2022,"15,912.33",62.98M,0.65%
19/01/2022,"15,809.72",74.92M,0.24%
18/01/2022,"15,772.56",70.56M,-1.01%
17/01/2022,"15,933.72",46.58M,0.32%
14/01/2022,"15,883.24",80.46M,-0.93%
13/01/2022,"16,031.59",72.98M,0.13%
12/1/2022,"16,010.32",69.36M,0.43%
11/1/2022,"15,941.81",74.62M,1.10%
10/1/2022,"15,768.27",82.83M,-1.13%
7/1/2022,"15,947.74",74.47M,-0.65%
6/1/2022,"16,052.03",75.76M,-1.35%
5/1/2022,"16,271.75",68.25M,0.74%
4/1/2022,"16,152.61",75.19M,0.82%
3/1/2022,"16,020.73",56.87M,0.86%
30/12/2021,"15,884.86",32.46M,0.21%
29/12/2021,"15,852.25",34.97M,-0.70%
28/12/2021,"15,963.70",34.02M,0.81%
27/12/2021,"15,835.25",28.90M,0.50%
23/12/2021,"15,756.31",43.25M,1.04%
22/12/2021,"15,593.47",43.00M,0.95%
21/12/2021,"15,447.44",53.33M,1.36%
20/12/2021,"15,239.67",69.12M,-1.88%
17/12/2021,"15,531.69",140.84M,-0.67%
16/12/2021,"15,636.40",87.30M,1.03%
15/12/2021,"15,476.35",54.56M,0.15%
14/12/2021,"15,453.56",62.44M,-1.08%
13/12/2021,"15,621.72",57.00M,-0.01%
10/12/2021,"15,623.31",58.76M,-0.10%
9/12/2021,"15,639.26",60.66M,-0.30%
8/12/2021,"15,687.09",72.09M,-0.80%
7/12/2021,"15,813.94",86.20M,2.82%
6/12/2021,"15,380.79",74.84M,1.39%
3/12/2021,"15,169.98",80.65M,-0.61%
2/12/2021,"15,263.11",93.61M,-1.35%
1/12/2021,"15,472.67",86.13M,2.47%
