Date,Dax_Close,Dax_Volume,Dax_Change
30/11/2021,"15,100.13",152.64M,-1.18%
29/11/2021,"15,280.86",95.66M,0.16%
26/11/2021,"15,257.04",133.31M,-4.15%
25/11/2021,"15,917.98",57.28M,0.25%
24/11/2021,"15,878.39",87.89M,-0.37%
23/11/2021,"15,937.00",91.00M,-1.11%
22/11/2021,"16,115.69",65.47M,-0.27%
19/11/2021,"16,159.97",105.50M,-0.38%
18/11/2021,"16,221.73",57.89M,-0.18%
17/11/2021,"16,251.13",54.13M,0.02%
16/11/2021,"16,247.86",56.78M,0.61%
15/11/2021,"16,148.64",53.30M,0.34%
12/11/2021,"16,094.07",60.30M,0.07%
11/11/2021,"16,083.11",56.63M,0.10%
10/11/2021,"16,067.83",62.12M,0.17%
9/11/2021,"16,040.47",61.43M,-0.04%
8/11/2021,"16,046.52",48.90M,-0.05%
5/11/2021,"16,054.36",75.30M,0.15%
4/11/2021,"16,029.65",76.26M,0.44%
3/11/2021,"15,959.98",74.35M,0.03%
2/11/2021,"15,954.45",60.60M,0.94%
1/11/2021,"15,806.29",49.16M,0.75%
29/10/2021,"15,688.77",80.57M,-0.05%
28/10/2021,"15,696.33",78.88M,-0.06%
27/10/2021,"15,705.81",73.43M,-0.33%
26/10/2021,"15,757.06",56.06M,1.01%
25/10/2021,"15,599.23",51.30M,0.36%
22/10/2021,"15,542.98",49.95M,0.46%
21/10/2021,"15,472.56",54.65M,-0.32%
20/10/2021,"15,522.92",54.74M,0.05%
19/10/2021,"15,515.83",49.58M,0.27%
18/10/2021,"15,474.47",49.46M,-0.72%
15/10/2021,"15,587.36",73.67M,0.81%
14/10/2021,"15,462.72",60.00M,1.40%
13/10/2021,"15,249.38",69.66M,0.68%
12/10/2021,"15,146.87",60.96M,-0.34%
11/10/2021,"15,199.14",75.31M,-0.05%
8/10/2021,"15,206.13",59.53M,-0.29%
7/10/2021,"15,250.86",76.33M,1.85%
6/10/2021,"14,973.33",96.19M,-1.46%
5/10/2021,"15,194.49",60.53M,1.05%
4/10/2021,"15,036.55",52.65M,-0.79%
1/10/2021,"15,156.44",66.03M,-0.68%
30/09/2021,"15,260.69",74.66M,-0.68%
29/09/2021,"15,365.27",56.30M,0.77%
28/09/2021,"15,248.56",75.18M,-2.09%
27/09/2021,"15,573.88",59.04M,0.27%
24/09/2021,"15,531.75",49.97M,-0.72%
23/09/2021,"15,643.97",54.65M,0.88%
22/09/2021,"15,506.74",54.14M,1.03%
21/09/2021,"15,348.53",61.55M,1.43%
20/09/2021,"15,132.06",96.69M,-2.31%
17/09/2021,"15,490.17",158.39M,-1.03%
16/09/2021,"15,651.75",54.36M,0.23%
15/09/2021,"15,616.00",58.97M,-0.68%
14/09/2021,"15,722.99",51.34M,0.14%
13/09/2021,"15,701.42",50.52M,0.59%
10/9/2021,"15,609.81",55.58M,-0.09%
9/9/2021,"15,623.15",54.61M,0.08%
8/9/2021,"15,610.28",62.58M,-1.47%
7/9/2021,"15,843.09",45.06M,-0.56%
6/9/2021,"15,932.12",31.92M,0.96%
3/9/2021,"15,781.20",40.90M,-0.37%
2/9/2021,"15,840.59",37.30M,0.10%
1/9/2021,"15,824.29",53.32M,-0.07%
31/08/2021,"15,835.09",75.10M,-0.33%
30/08/2021,"15,887.31",27.22M,0.22%
27/08/2021,"15,851.75",32.13M,0.37%
26/08/2021,"15,793.62",39.68M,-0.42%
25/08/2021,"15,860.66",35.54M,-0.28%
24/08/2021,"15,905.85",42.75M,0.33%
23/08/2021,"15,852.79",39.88M,0.28%
20/08/2021,"15,808.04",49.98M,0.27%
19/08/2021,"15,765.81",64.75M,-1.25%
18/08/2021,"15,965.97",45.36M,0.28%
17/08/2021,"15,921.95",46.08M,-0.02%
16/08/2021,"15,925.73",44.31M,-0.32%
13/08/2021,"15,977.44",39.91M,0.25%
12/8/2021,"15,937.51",53.02M,0.70%
11/8/2021,"15,826.09",46.98M,0.35%
10/8/2021,"15,770.71",37.94M,0.16%
9/8/2021,"15,745.41",41.28M,-0.10%
6/8/2021,"15,761.45",52.19M,0.11%
5/8/2021,"15,744.67",61.56M,0.33%
4/8/2021,"15,692.13",54.85M,0.88%
3/8/2021,"15,555.08",50.03M,-0.09%
2/8/2021,"15,568.73",53.80M,0.16%
30/07/2021,"15,544.39",61.34M,-0.61%
29/07/2021,"15,640.47",51.56M,0.45%
28/07/2021,"15,570.36",56.57M,0.33%
27/07/2021,"15,519.13",44.08M,-0.64%
26/07/2021,"15,618.98",38.64M,-0.32%
23/07/2021,"15,669.29",54.90M,1.00%
22/07/2021,"15,514.54",50.33M,0.60%
21/07/2021,"15,422.50",65.07M,1.36%
20/07/2021,"15,216.27",60.03M,0.55%
19/07/2021,"15,133.20",85.99M,-2.62%
16/07/2021,"15,540.31",60.32M,-0.57%
15/07/2021,"15,629.66",62.69M,-1.01%
14/07/2021,"15,788.98",41.15M,0.00%
13/07/2021,"15,789.64",50.05M,-0.01%
12/7/2021,"15,790.51",47.46M,0.65%
9/7/2021,"15,687.93",60.46M,1.73%
8/7/2021,"15,420.64",78.81M,-1.73%
7/7/2021,"15,692.71",59.73M,1.17%
6/7/2021,"15,511.38",53.76M,-0.96%
5/7/2021,"15,661.97",29.75M,0.08%
2/7/2021,"15,650.09",43.12M,0.30%
1/7/2021,"15,603.81",49.57M,0.47%
30/06/2021,"15,531.04",63.95M,-1.02%
29/06/2021,"15,690.59",50.28M,0.88%
28/06/2021,"15,554.18",43.95M,-0.34%
25/06/2021,"15,607.97",46.61M,0.12%
24/06/2021,"15,589.23",52.48M,0.86%
23/06/2021,"15,456.39",50.47M,-1.15%
22/06/2021,"15,636.33",53.06M,0.21%
21/06/2021,"15,603.24",61.78M,1.00%
18/06/2021,"15,448.04",126.35M,-1.78%
17/06/2021,"15,727.67",62.36M,0.11%
16/06/2021,"15,710.57",58.59M,-0.12%
15/06/2021,"15,729.52",46.00M,0.36%
14/06/2021,"15,673.64",46.56M,-0.13%
11/6/2021,"15,693.27",57.09M,0.78%
10/6/2021,"15,571.22",57.00M,-0.06%
9/6/2021,"15,581.14",50.37M,-0.38%
8/6/2021,"15,640.60",54.92M,-0.23%
7/6/2021,"15,677.15",46.95M,-0.10%
4/6/2021,"15,692.90",44.67M,0.39%
3/6/2021,"15,632.67",45.34M,0.19%
2/6/2021,"15,602.71",51.68M,0.23%
1/6/2021,"15,567.36",56.07M,0.95%
31/05/2021,"15,421.13",36.50M,-0.64%
28/05/2021,"15,519.98",56.86M,0.74%
27/05/2021,"15,406.73",119.42M,-0.28%
26/05/2021,"15,450.72",58.67M,-0.09%
25/05/2021,"15,465.09",92.98M,0.18%
21/05/2021,"15,437.51",70.07M,0.44%
20/05/2021,"15,370.26",65.60M,1.70%
19/05/2021,"15,113.56",75.86M,-1.77%
18/05/2021,"15,386.58",65.84M,-0.07%
17/05/2021,"15,396.62",67.79M,-0.13%
14/05/2021,"15,416.64",69.23M,1.43%
13/05/2021,"15,199.68",64.38M,0.33%
12/5/2021,"15,150.22",79.30M,0.20%
11/5/2021,"15,119.75",80.13M,-1.82%
10/5/2021,"15,400.41",65.16M,0.00%
7/5/2021,"15,399.65",74.56M,1.34%
6/5/2021,"15,196.74",77.04M,0.17%
5/5/2021,"15,170.78",81.59M,2.12%
4/5/2021,"14,856.48",89.42M,-2.49%
3/5/2021,"15,236.47",48.82M,0.66%
30/04/2021,"15,135.91",75.20M,-0.12%
29/04/2021,"15,154.20",80.11M,-0.90%
28/04/2021,"15,292.18",79.61M,0.28%
27/04/2021,"15,249.27",54.51M,-0.31%
26/04/2021,"15,296.34",49.12M,0.11%
23/04/2021,"15,279.62",57.80M,-0.27%
22/04/2021,"15,320.52",59.63M,0.82%
21/04/2021,"15,195.97",67.08M,0.44%
20/04/2021,"15,129.51",76.23M,-1.55%
19/04/2021,"15,368.39",61.84M,-0.59%
16/04/2021,"15,459.75",82.76M,1.34%
15/04/2021,"15,255.33",61.83M,0.30%
14/04/2021,"15,209.15",66.67M,-0.17%
13/04/2021,"15,234.36",62.44M,0.13%
12/4/2021,"15,215.00",53.65M,-0.13%
9/4/2021,"15,234.16",56.87M,0.21%
8/4/2021,"15,202.68",68.86M,0.17%
7/4/2021,"15,176.36",59.12M,-0.24%
6/4/2021,"15,212.68",79.48M,0.70%
1/4/2021,"15,107.17",67.89M,0.66%
31/03/2021,"15,008.34",76.06M,0.00%
30/03/2021,"15,008.61",71.17M,1.29%
29/03/2021,"14,817.72",71.11M,0.47%
26/03/2021,"14,748.94",67.17M,0.87%
25/03/2021,"14,621.36",80.10M,0.08%
24/03/2021,"14,610.39",65.08M,-0.35%
23/03/2021,"14,662.02",73.30M,0.03%
22/03/2021,"14,657.21",66.13M,0.25%
19/03/2021,"14,621.00",207.44M,-1.05%
18/03/2021,"14,775.52",104.69M,1.23%
17/03/2021,"14,596.61",75.96M,0.27%
16/03/2021,"14,557.58",71.43M,0.66%
15/03/2021,"14,461.42",62.77M,-0.28%
12/3/2021,"14,502.39",69.10M,-0.46%
11/3/2021,"14,569.39",74.07M,0.20%
10/3/2021,"14,540.25",95.72M,0.71%
9/3/2021,"14,437.94",107.88M,0.40%
8/3/2021,"14,380.91",109.07M,3.31%
5/3/2021,"13,920.69",89.79M,-0.97%
4/3/2021,"14,056.34",84.62M,-0.17%
3/3/2021,"14,080.03",84.77M,0.29%
2/3/2021,"14,039.80",63.31M,0.19%
1/3/2021,"14,012.82",69.57M,1.64%
26/02/2021,"13,786.29",104.07M,-0.67%
25/02/2021,"13,879.33",95.43M,-0.69%
24/02/2021,"13,976.00",68.92M,0.80%
23/02/2021,"13,864.81",88.20M,-0.61%
22/02/2021,"13,950.04",66.04M,-0.31%
19/02/2021,"13,993.23",72.97M,0.77%
18/02/2021,"13,886.93",67.92M,-0.16%
17/02/2021,"13,909.27",81.27M,-1.10%
16/02/2021,"14,064.60",58.66M,-0.32%
15/02/2021,"14,109.48",49.90M,0.42%
12/2/2021,"14,049.89",57.70M,0.06%
11/2/2021,"14,040.91",53.85M,0.77%
10/2/2021,"13,932.97",67.41M,-0.56%
9/2/2021,"14,011.80",58.42M,-0.34%
8/2/2021,"14,059.91",61.53M,0.02%
5/2/2021,"14,056.72",76.26M,-0.03%
4/2/2021,"14,060.29",83.87M,0.91%
3/2/2021,"13,933.63",82.15M,0.71%
2/2/2021,"13,835.16",78.72M,1.56%
1/2/2021,"13,622.02",65.32M,1.41%
29/01/2021,"13,432.87",103.42M,-1.71%
28/01/2021,"13,665.93",90.78M,0.33%
27/01/2021,"13,620.46",105.22M,-1.81%
26/01/2021,"13,870.99",79.52M,1.66%
25/01/2021,"13,643.95",77.57M,-1.66%
22/01/2021,"13,873.97",74.57M,-0.24%
21/01/2021,"13,906.67",63.25M,-0.11%
20/01/2021,"13,921.37",65.21M,0.77%
19/01/2021,"13,815.06",64.90M,-0.24%
18/01/2021,"13,848.35",49.83M,0.44%
15/01/2021,"13,787.73",96.85M,-1.44%
14/01/2021,"13,988.70",75.54M,0.35%
13/01/2021,"13,939.71",70.60M,0.11%
12/1/2021,"13,925.06",75.79M,-0.08%
11/1/2021,"13,936.66",67.16M,-0.80%
8/1/2021,"14,049.53",79.82M,0.58%
7/1/2021,"13,968.24",86.10M,0.55%
6/1/2021,"13,891.97",92.50M,1.76%
5/1/2021,"13,651.22",68.90M,-0.55%
4/1/2021,"13,726.74",70.21M,0.06%
30/12/2020,"13,718.78",28.32M,-0.31%
29/12/2020,"13,761.38",43.16M,-0.21%
28/12/2020,"13,790.29",49.25M,1.49%
23/12/2020,"13,587.23",48.73M,1.26%
22/12/2020,"13,418.11",54.62M,1.30%
21/12/2020,"13,246.30",98.29M,-2.82%
18/12/2020,"13,630.51",156.77M,-0.27%
17/12/2020,"13,667.25",77.21M,0.75%
16/12/2020,"13,565.98",77.80M,1.52%
15/12/2020,"13,362.87",67.27M,1.06%
14/12/2020,"13,223.16",63.02M,0.83%
11/12/2020,"13,114.30",82.14M,-1.36%
10/12/2020,"13,295.73",68.81M,-0.33%
9/12/2020,"13,340.26",77.31M,0.47%
8/12/2020,"13,278.49",54.20M,0.06%
7/12/2020,"13,271.00",54.32M,-0.21%
4/12/2020,"13,298.96",64.08M,0.35%
3/12/2020,"13,252.86",64.31M,-0.45%
2/12/2020,"13,313.24",63.82M,-0.52%
1/12/2020,"13,382.30",66.68M,0.69%
30/11/2020,"13,291.16",107.37M,-0.33%
27/11/2020,"13,335.68",63.82M,0.37%
26/11/2020,"13,286.57",42.95M,-0.02%
25/11/2020,"13,289.80",76.83M,-0.02%
24/11/2020,"13,292.44",82.73M,1.26%
23/11/2020,"13,126.97",68.58M,-0.08%
20/11/2020,"13,137.25",70.13M,0.39%
19/11/2020,"13,086.16",68.04M,-0.88%
18/11/2020,"13,201.89",67.64M,0.52%
17/11/2020,"13,133.47",68.59M,-0.04%
16/11/2020,"13,138.61",85.19M,0.47%
13/11/2020,"13,076.72",79.17M,0.18%
12/11/2020,"13,052.95",82.38M,-1.24%
11/11/2020,"13,216.18",95.53M,0.40%
10/11/2020,"13,163.11",142.55M,0.51%
9/11/2020,"13,095.97",189.27M,4.94%
6/11/2020,"12,480.02",80.48M,-0.70%
5/11/2020,"12,568.09",87.08M,1.98%
4/11/2020,"12,324.22",105.44M,1.95%
3/11/2020,"12,088.98",86.77M,2.55%
2/11/2020,"11,788.28",78.37M,2.01%
30/10/2020,"11,556.48",85.60M,-0.36%
29/10/2020,"11,598.07",104.96M,0.32%
28/10/2020,"11,560.51",137.19M,-4.17%
27/10/2020,"12,063.57",87.41M,-0.93%
26/10/2020,"12,177.18",81.60M,-3.71%
23/10/2020,"12,645.75",55.67M,0.82%
22/10/2020,"12,543.06",59.74M,-0.12%
21/10/2020,"12,557.64",62.62M,-1.41%
20/10/2020,"12,736.95",61.47M,-0.92%
19/10/2020,"12,854.66",48.58M,-0.42%
16/10/2020,"12,908.99",76.57M,1.62%
15/10/2020,"12,703.75",78.93M,-2.49%
14/10/2020,"13,028.06",52.93M,0.07%
13/10/2020,"13,018.99",52.84M,-0.91%
12/10/2020,"13,138.41",48.91M,0.67%
9/10/2020,"13,051.23",58.95M,0.07%
8/10/2020,"13,042.21",64.01M,0.88%
7/10/2020,"12,928.57",65.53M,0.17%
6/10/2020,"12,906.02",60.57M,0.61%
5/10/2020,"12,828.31",56.73M,1.10%
2/10/2020,"12,689.04",67.30M,-0.33%
1/10/2020,"12,730.77",87.11M,-0.23%
30/09/2020,"12,760.73",70.30M,-0.51%
29/09/2020,"12,825.82",49.84M,-0.35%
28/09/2020,"12,870.87",72.43M,3.22%
25/09/2020,"12,469.20",66.13M,-1.09%
24/09/2020,"12,606.57",61.27M,-0.29%
23/09/2020,"12,642.97",60.25M,0.39%
22/09/2020,"12,594.39",69.46M,0.41%
21/09/2020,"12,542.44",119.64M,-4.37%
18/09/2020,"13,116.25",185.86M,-0.70%
17/09/2020,"13,208.12",55.92M,-0.36%
16/09/2020,"13,255.37",62.42M,0.29%
15/09/2020,"13,217.67",60.48M,0.18%
14/09/2020,"13,193.66",49.24M,-0.07%
11/9/2020,"13,202.84",57.03M,-0.05%
10/9/2020,"13,208.89",56.81M,-0.21%
9/9/2020,"13,237.21",73.66M,2.07%
8/9/2020,"12,968.33",72.30M,-1.01%
7/9/2020,"13,100.28",54.82M,2.01%
4/9/2020,"12,842.66",94.28M,-1.65%
3/9/2020,"13,057.77",81.70M,-1.40%
2/9/2020,"13,243.43",80.77M,2.07%
1/9/2020,"12,974.25",63.05M,0.22%
31/08/2020,"12,945.38",59.56M,-0.67%
28/08/2020,"13,033.20",63.77M,-0.48%
27/08/2020,"13,096.36",53.03M,-0.71%
26/08/2020,"13,190.15",46.70M,0.98%
25/08/2020,"13,061.62",55.97M,-0.04%
24/08/2020,"13,066.54",64.18M,2.36%
21/08/2020,"12,764.80",72.00M,-0.51%
20/08/2020,"12,830.00",54.74M,-1.14%
19/08/2020,"12,977.33",52.63M,0.74%
18/08/2020,"12,881.76",56.72M,-0.30%
17/08/2020,"12,920.66",44.40M,0.15%
14/08/2020,"12,901.34",54.99M,-0.71%
13/08/2020,"12,993.71",60.06M,-0.50%
12/8/2020,"13,058.63",62.44M,0.86%
11/8/2020,"12,946.89",77.57M,2.04%
10/8/2020,"12,687.53",49.57M,0.10%
7/8/2020,"12,674.88",57.76M,0.66%
6/8/2020,"12,591.68",67.70M,-0.54%
5/8/2020,"12,660.25",67.96M,0.47%
4/8/2020,"12,600.87",65.61M,-0.36%
3/8/2020,"12,646.98",73.27M,2.71%
31/07/2020,"12,313.36",81.41M,-0.54%
30/07/2020,"12,379.65",103.74M,-3.45%
29/07/2020,"12,822.26",70.23M,-0.10%
28/07/2020,"12,835.28",58.13M,-0.03%
27/07/2020,"12,838.66",60.60M,0.00%
24/07/2020,"12,838.06",63.78M,-2.02%
23/07/2020,"13,103.39",64.54M,-0.01%
22/07/2020,"13,104.25",68.19M,-0.51%
21/07/2020,"13,171.83",92.17M,0.96%
20/07/2020,"13,046.92",59.66M,0.99%
17/07/2020,"12,919.61",75.18M,0.35%
16/07/2020,"12,874.97",68.01M,-0.43%
15/07/2020,"12,930.98",78.62M,1.84%
14/07/2020,"12,697.36",76.74M,-0.80%
13/07/2020,"12,799.97",72.52M,1.32%
10/7/2020,"12,633.71",72.73M,1.15%
9/7/2020,"12,489.46",76.14M,-0.04%
8/7/2020,"12,494.81",74.36M,-0.97%
7/7/2020,"12,616.80",78.79M,-0.92%
6/7/2020,"12,733.45",78.19M,1.64%
3/7/2020,"12,528.18",54.01M,-0.64%
2/7/2020,"12,608.46",103.86M,2.84%
1/7/2020,"12,260.57",81.13M,-0.41%
30/06/2020,"12,310.93",124.63M,0.64%
29/06/2020,"12,232.12",121.31M,1.18%
26/06/2020,"12,089.39",111.97M,-0.73%
25/06/2020,"12,177.87",128.25M,0.69%
24/06/2020,"12,093.94",102.78M,-3.43%
23/06/2020,"12,523.76",113.42M,2.13%
22/06/2020,"12,262.97",91.98M,-0.55%
19/06/2020,"12,330.76",227.98M,0.40%
18/06/2020,"12,281.53",154.82M,-0.81%
17/06/2020,"12,382.14",102.04M,0.54%
16/06/2020,"12,315.66",122.78M,3.39%
15/06/2020,"11,911.35",99.88M,-0.32%
12/6/2020,"11,949.28",118.02M,-0.18%
11/6/2020,"11,970.29",133.28M,-4.47%
10/6/2020,"12,530.16",112.49M,-0.70%
9/6/2020,"12,617.99",145.98M,-1.57%
8/6/2020,"12,819.59",140.37M,-0.22%
5/6/2020,"12,847.68",168.93M,3.36%
4/6/2020,"12,430.56",138.86M,-0.45%
3/6/2020,"12,487.36",152.04M,3.88%
2/6/2020,"12,021.28",143.10M,3.75%
29/05/2020,"11,586.85",170.60M,-1.65%
28/05/2020,"11,781.13",124.13M,1.06%
27/05/2020,"11,657.69",168.97M,1.33%
26/05/2020,"11,504.65",124.58M,1.00%
25/05/2020,"11,391.28",72.13M,2.87%
22/05/2020,"11,073.87",86.15M,0.07%
21/05/2020,"11,065.93",73.57M,-1.41%
20/05/2020,"11,223.71",98.83M,1.34%
19/05/2020,"11,075.29",125.54M,0.15%
18/05/2020,"11,058.87",118.99M,5.67%
15/05/2020,"10,465.17",116.08M,1.24%
14/05/2020,"10,337.02",133.62M,-1.95%
13/05/2020,"10,542.66",108.74M,-2.56%
12/5/2020,"10,819.50",88.86M,-0.05%
11/5/2020,"10,824.99",88.08M,-0.73%
8/5/2020,"10,904.48",81.80M,1.35%
7/5/2020,"10,759.27",102.15M,1.44%
6/5/2020,"10,606.20",94.91M,-1.15%
5/5/2020,"10,729.46",103.77M,2.51%
4/5/2020,"10,466.80",140.42M,-3.64%
30/04/2020,"10,861.64",162.73M,-2.22%
29/04/2020,"11,107.74",145.35M,2.89%
28/04/2020,"10,795.63",146.55M,1.27%
27/04/2020,"10,659.99",122.48M,3.13%
24/04/2020,"10,336.09",120.04M,-1.69%
23/04/2020,"10,513.79",97.91M,0.95%
22/04/2020,"10,415.03",92.39M,1.61%
21/04/2020,"10,249.85",121.19M,-3.99%
20/04/2020,"10,675.90",103.61M,0.47%
17/04/2020,"10,625.78",143.34M,3.15%
16/04/2020,"10,301.54",106.13M,0.21%
15/04/2020,"10,279.76",133.09M,-3.90%
14/04/2020,"10,696.56",106.04M,1.25%
9/4/2020,"10,564.74",134.48M,2.24%
8/4/2020,"10,332.89",102.43M,-0.23%
7/4/2020,"10,356.70",149.51M,2.79%
6/4/2020,"10,075.17",126.69M,5.77%
3/4/2020,"9,525.77",116.25M,-0.47%
2/4/2020,"9,570.82",144.23M,0.27%
1/4/2020,"9,544.75",132.86M,-3.94%
31/03/2020,"9,935.84",151.51M,1.22%
30/03/2020,"9,815.97",131.12M,1.90%
27/03/2020,"9,632.52",156.14M,-3.68%
26/03/2020,"10,000.96",160.45M,1.28%
25/03/2020,"9,874.26",204.69M,1.79%
24/03/2020,"9,700.57",203.84M,10.98%
23/03/2020,"8,741.15",197.21M,-2.10%
20/03/2020,"8,928.95",286.47M,3.70%
19/03/2020,"8,610.43",205.54M,2.00%
18/03/2020,"8,441.71",207.56M,-5.56%
17/03/2020,"8,939.10",220.09M,2.25%
16/03/2020,"8,742.25",302.20M,-5.31%
13/03/2020,"9,232.08",325.90M,0.77%
12/3/2020,"9,161.13",390.48M,-12.24%
11/3/2020,"10,438.68",216.71M,-0.35%
10/3/2020,"10,475.49",267.40M,-1.41%
9/3/2020,"10,625.02",305.32M,-7.94%
6/3/2020,"11,541.87",195.04M,-3.37%
5/3/2020,"11,944.72",148.09M,-1.51%
4/3/2020,"12,127.69",147.85M,1.19%
3/3/2020,"11,985.39",195.94M,1.08%
2/3/2020,"11,857.87",207.21M,-0.27%
28/02/2020,"11,890.35",274.62M,-3.86%
27/02/2020,"12,367.46",191.24M,-3.19%
26/02/2020,"12,774.88",163.62M,-0.12%
25/02/2020,"12,790.49",129.55M,-1.88%
24/02/2020,"13,035.24",165.15M,-4.01%
21/02/2020,"13,579.33",108.77M,-0.62%
20/02/2020,"13,664.00",86.44M,-0.91%
19/02/2020,"13,789.00",90.19M,0.79%
18/02/2020,"13,681.19",82.09M,-0.75%
17/02/2020,"13,783.89",57.40M,0.29%
14/02/2020,"13,744.21",66.32M,-0.01%
13/02/2020,"13,745.43",92.09M,-0.03%
12/2/2020,"13,749.78",86.73M,0.89%
11/2/2020,"13,627.84",104.75M,0.99%
10/2/2020,"13,494.03",60.46M,-0.15%
7/2/2020,"13,513.81",87.04M,-0.45%
6/2/2020,"13,574.82",114.57M,0.72%
5/2/2020,"13,478.33",108.45M,1.48%
4/2/2020,"13,281.74",80.89M,1.81%
3/2/2020,"13,045.19",81.39M,0.49%
31/01/2020,"12,981.97",106.90M,-1.33%
30/01/2020,"13,157.12",100.71M,-1.41%
29/01/2020,"13,345.00",67.88M,0.16%
28/01/2020,"13,323.69",91.83M,0.90%
27/01/2020,"13,204.77",101.41M,-2.74%
24/01/2020,"13,576.68",87.99M,1.41%
23/01/2020,"13,388.42",90.75M,-0.94%
22/01/2020,"13,515.75",73.13M,-0.30%
21/01/2020,"13,555.87",64.63M,0.05%
20/01/2020,"13,548.94",52.88M,0.17%
17/01/2020,"13,526.13",86.34M,0.72%
16/01/2020,"13,429.43",39.61M,-0.02%
15/01/2020,"13,432.30",72.05M,-0.18%
14/01/2020,"13,456.49",74.56M,0.04%
13/01/2020,"13,451.52",67.21M,-0.24%
10/1/2020,"13,483.31",77.94M,-0.09%
9/1/2020,"13,495.06",86.97M,1.31%
8/1/2020,"13,320.18",88.18M,0.71%
7/1/2020,"13,226.83",78.28M,0.76%
6/1/2020,"13,126.99",71.78M,-0.70%
3/1/2020,"13,219.14",80.79M,-1.25%
2/1/2020,"13,385.93",75.34M,1.03%
30/12/2019,"13,249.01",31.43M,-0.66%
27/12/2019,"13,337.11",43.76M,0.27%
23/12/2019,"13,300.98",56.22M,-0.13%
20/12/2019,"13,318.90",170.72M,0.81%
19/12/2019,"13,211.96",84.02M,-0.08%
18/12/2019,"13,222.16",71.00M,-0.49%
17/12/2019,"13,287.83",79.26M,-0.89%
16/12/2019,"13,407.66",71.20M,0.94%
13/12/2019,"13,282.72",106.14M,0.46%
12/12/2019,"13,221.64",84.00M,0.57%
11/12/2019,"13,146.74",69.22M,0.58%
10/12/2019,"13,070.72",80.06M,-0.27%
9/12/2019,"13,105.61",50.35M,-0.46%
6/12/2019,"13,166.58",60.14M,0.86%
5/12/2019,"13,054.80",54.22M,-0.65%
4/12/2019,"13,140.57",68.44M,1.16%
3/12/2019,"12,989.29",87.00M,0.19%
2/12/2019,"12,964.68",105.69M,-2.05%
29/11/2019,"13,236.38",71.75M,-0.07%
28/11/2019,"13,245.58",36.77M,-0.31%
27/11/2019,"13,287.07",67.30M,0.38%
26/11/2019,"13,236.42",89.58M,-0.08%
25/11/2019,"13,246.45",54.92M,0.63%
22/11/2019,"13,163.88",74.72M,0.20%
21/11/2019,"13,137.70",74.52M,-0.16%
20/11/2019,"13,158.14",68.74M,-0.48%
19/11/2019,"13,221.12",68.66M,0.11%
18/11/2019,"13,207.01",69.78M,-0.26%
15/11/2019,"13,241.75",81.04M,0.47%
14/11/2019,"13,180.23",81.58M,-0.38%
13/11/2019,"13,230.07",77.19M,-0.40%
12/11/2019,"13,283.51",82.74M,0.65%
11/11/2019,"13,198.37",72.60M,-0.23%
8/11/2019,"13,228.56",95.60M,-0.46%
7/11/2019,"13,289.46",117.10M,0.83%
6/11/2019,"13,179.89",80.05M,0.24%
5/11/2019,"13,148.50",83.19M,0.09%
4/11/2019,"13,136.28",84.78M,1.35%
1/11/2019,"12,961.05",65.91M,0.73%
31/10/2019,"12,866.79",100.66M,-0.34%
30/10/2019,"12,910.23",100.40M,-0.23%
29/10/2019,"12,939.62",76.95M,-0.02%
28/10/2019,"12,941.71",69.02M,0.37%
25/10/2019,"12,894.51",59.80M,0.17%
24/10/2019,"12,872.10",84.32M,0.58%
23/10/2019,"12,798.19",76.22M,0.34%
22/10/2019,"12,754.69",79.43M,0.05%
21/10/2019,"12,747.96",80.98M,0.91%
18/10/2019,"12,633.60",88.68M,-0.17%
17/10/2019,"12,654.95",99.30M,-0.12%
16/10/2019,"12,670.11",99.48M,0.32%
15/10/2019,"12,629.79",94.19M,1.15%
14/10/2019,"12,486.56",59.09M,-0.20%
11/10/2019,"12,511.65",100.87M,2.86%
10/10/2019,"12,164.20",88.44M,0.58%
9/10/2019,"12,094.26",68.81M,1.04%
8/10/2019,"11,970.20",80.88M,-1.05%
7/10/2019,"12,097.43",65.61M,0.70%
4/10/2019,"12,012.81",88.13M,0.73%
2/10/2019,"11,925.25",95.64M,-2.76%
1/10/2019,"12,263.83",78.84M,-1.32%
30/09/2019,"12,428.08",70.13M,0.38%
27/09/2019,"12,380.94",66.14M,0.75%
26/09/2019,"12,288.54",78.92M,0.44%
25/09/2019,"12,234.18",72.63M,-0.59%
24/09/2019,"12,307.15",60.35M,-0.29%
23/09/2019,"12,342.33",80.38M,-1.01%
20/09/2019,"12,468.01",192.99M,0.08%
19/09/2019,"12,457.70",81.54M,0.55%
18/09/2019,"12,389.62",70.54M,0.14%
17/09/2019,"12,372.61",77.79M,-0.06%
16/09/2019,"12,380.31",80.51M,-0.71%
13/09/2019,"12,468.53",90.99M,0.47%
12/9/2019,"12,410.25",111.21M,0.41%
11/9/2019,"12,359.07",90.58M,0.74%
10/9/2019,"12,268.71",107.90M,0.35%
9/9/2019,"12,226.10",74.25M,0.28%
6/9/2019,"12,191.73",80.41M,0.54%
5/9/2019,"12,126.78",89.83M,0.85%
4/9/2019,"12,025.04",63.32M,0.96%
3/9/2019,"11,910.86",66.70M,-0.36%
2/9/2019,"11,953.78",46.21M,0.12%
30/08/2019,"11,939.28",77.69M,0.85%
